,Event.Id,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
5,20170710X52551,Accident,1979-09-17,Non-Fatal,Substantial,Airplane,MCDONNELL DOUGLAS,DC9,No,0.0,0.0,1.0,44.0
7,20020909X01562,Accident,1982-01-01,Non-Fatal,Substantial,Airplane,CESSNA,140,No,0.0,0.0,0.0,2.0
8,20020909X01561,Accident,1982-01-01,Non-Fatal,Substantial,Airplane,CESSNA,401B,No,0.0,0.0,0.0,2.0
12,20020917X02148,Accident,1982-01-02,Non-Fatal,Destroyed,Airplane,BELLANCA,17-30A,No,0.0,0.0,1.0,0.0
13,20020917X02134,Accident,1982-01-02,Fatal,Destroyed,Airplane,CESSNA,R172K,No,1.0,0.0,0.0,0.0
14,20020917X02119,Accident,1982-01-02,Fatal,Destroyed,Airplane,NAVION,A,No,1.0,0.0,0.0,0.0
15,20020917X02117,Accident,1982-01-02,Fatal,Destroyed,Airplane,BEECH,19,No,2.0,0.0,0.0,0.0
17,20020917X01656,Accident,1982-01-02,Fatal,Destroyed,Airplane,CESSNA,180,No,3.0,0.0,0.0,0.0
18,20020917X02481,Accident,1982-01-02,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,0.0,1.0
20,20020917X01894,Accident,1982-01-02,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
21,20020917X01776,Accident,1982-01-02,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,0.0,0.0,0.0,2.0
23,20020917X02333,Incident,1982-01-03,Incident,Minor,Airplane,PIPER,PA-24-180,No,0.0,0.0,0.0,1.0
24,20020917X02255,Accident,1982-01-03,Fatal,Destroyed,Airplane,GRUMMAN,AA-5B,No,2.0,1.0,0.0,0.0
25,20020917X01905,Accident,1982-01-03,Fatal,Destroyed,Airplane,CESSNA,414A,No,8.0,0.0,0.0,0.0
26,20020917X01720,Accident,1982-01-03,Fatal,Destroyed,Airplane,BEECHCRAFT,BE-58,No,1.0,0.0,0.0,0.0
27,20020917X02483,Accident,1982-01-03,Non-Fatal,Substantial,Airplane,MAULE,M-5-235C,No,0.0,0.0,0.0,2.0
28,20020917X02340,Accident,1982-01-03,Non-Fatal,Substantial,Airplane,CESSNA,210L,No,0.0,0.0,1.0,1.0
29,20020917X02155,Accident,1982-01-03,Non-Fatal,Substantial,Airplane,BELLANCA,7GCBC,No,0.0,0.0,2.0,0.0
30,20020917X01992,Accident,1982-01-03,Non-Fatal,Substantial,Airplane,CESSNA,182,No,0.0,0.0,2.0,0.0
31,20020917X01960,Accident,1982-01-03,Non-Fatal,Substantial,Airplane,AIR TRACTOR,AT-301,No,0.0,0.0,0.0,1.0
32,20020917X02618,Accident,1982-01-04,Fatal,Destroyed,Airplane,PIPER,PA-28-161,No,4.0,0.0,0.0,0.0
33,20020917X02254,Accident,1982-01-04,Fatal,Destroyed,Airplane,PIPER,PA-34-200T,No,2.0,0.0,0.0,0.0
34,20020917X01880,Accident,1982-01-04,Fatal,Destroyed,Airplane,CESSNA,T337G,No,2.0,2.0,0.0,0.0
35,20020917X01991,Accident,1982-01-04,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-200,No,0.0,0.0,2.0,0.0
36,20020917X02410,Accident,1982-01-04,Fatal,Destroyed,Airplane,CESSNA,206,No,1.0,0.0,1.0,0.0
37,20020917X02304,Accident,1982-01-05,Fatal,Destroyed,Airplane,NAVION,A,No,3.0,0.0,0.0,0.0
38,20020917X02253,Accident,1982-01-05,Fatal,Destroyed,Airplane,PIPER,PA-22,No,1.0,0.0,0.0,0.0
39,20020917X01906,Accident,1982-01-05,Fatal,Destroyed,Airplane,PIPER,PA-31,No,2.0,0.0,0.0,0.0
40,20020917X01764,Incident,1982-01-05,Incident,Minor,Airplane,ROCKWELL,114,No,0.0,0.0,0.0,1.0
41,20020917X01993,Accident,1982-01-05,Non-Fatal,Substantial,Airplane,PIPER,PA-24-250,No,0.0,1.0,0.0,1.0
42,20020917X01658,Accident,1982-01-05,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-200,No,0.0,0.0,0.0,1.0
43,20020917X02156,Accident,1982-01-05,Non-Fatal,Substantial,Airplane,CESSNA,TR182,No,0.0,0.0,0.0,1.0
44,20020917X01651,Accident,1982-01-05,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,0.0,2.0,0.0,0.0
45,20020917X02423,Accident,1982-01-06,Non-Fatal,Substantial,Airplane,CESSNA,340,Yes,0.0,0.0,0.0,3.0
47,20020917X01913,Accident,1982-01-06,Non-Fatal,Substantial,Airplane,BEECH,35,No,0.0,0.0,0.0,3.0
48,20020917X01777,Accident,1982-01-06,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,2.0
49,20020917X01757,Accident,1982-01-06,Non-Fatal,Substantial,Airplane,MOONEY,M-20J,No,0.0,0.0,0.0,2.0
50,20020917X02242,Accident,1982-01-06,Non-Fatal,Substantial,Airplane,BOEING,A75,No,0.0,1.0,0.0,1.0
51,20020917X01964,Accident,1982-01-07,Fatal,Destroyed,Airplane,CESSNA,210,No,2.0,0.0,0.0,0.0
52,20020917X01659,Accident,1982-01-07,Non-Fatal,Substantial,Airplane,BEECH,V35,No,0.0,0.0,0.0,1.0
53,20020917X02141,Accident,1982-01-07,Non-Fatal,Substantial,Airplane,CURTIS,C46,No,0.0,0.0,0.0,3.0
54,20020917X02414,Accident,1982-01-08,Fatal,Destroyed,Airplane,CESSNA,172M,No,1.0,0.0,0.0,0.0
55,20020917X01881,Accident,1982-01-08,Fatal,Destroyed,Airplane,PIPER,PA-28-140,No,1.0,1.0,0.0,0.0
56,20020917X02574,Accident,1982-01-08,Non-Fatal,Substantial,Airplane,CESSNA,TU206G,No,0.0,0.0,0.0,1.0
57,20020917X02484,Accident,1982-01-08,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
58,20020917X02431,Accident,1982-01-08,Non-Fatal,Substantial,Airplane,PIPER,PA-24-250,No,0.0,0.0,0.0,2.0
59,20020917X01779,Accident,1982-01-08,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
60,20020917X01778,Accident,1982-01-08,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,0.0,0.0,0.0,2.0
61,20020917X01717,Accident,1982-01-08,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
63,20020917X02246,Accident,1982-01-09,Non-Fatal,Substantial,Airplane,CESSNA,P210N,No,0.0,1.0,0.0,3.0
64,20020917X01995,Accident,1982-01-09,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,0.0,2.0
65,20020917X01994,Accident,1982-01-09,Non-Fatal,Substantial,Airplane,PIPER,PA-34,No,0.0,0.0,0.0,3.0
66,20020917X02283,Accident,1982-01-09,Non-Fatal,Substantial,Airplane,CESSNA,305 (L-19),No,0.0,0.0,0.0,2.0
67,20020917X01981,Accident,1982-01-09,Non-Fatal,Substantial,Airplane,CESSNA,182A,No,0.0,0.0,0.0,1.0
68,20020917X02341,Accident,1982-01-10,Non-Fatal,Destroyed,Airplane,PIPER,PA-23-250,No,0.0,2.0,0.0,0.0
69,20020917X02158,Accident,1982-01-10,Non-Fatal,Destroyed,Airplane,CESSNA,172N,No,0.0,0.0,0.0,4.0
70,20020917X01882,Accident,1982-01-10,Non-Fatal,Destroyed,Airplane,PIPER,23-250,No,0.0,0.0,0.0,2.0
71,20020917X01719,Accident,1982-01-10,Fatal,Destroyed,Airplane,MOONEY,M20G,No,1.0,1.0,0.0,0.0
72,20020917X02305,Accident,1982-01-10,Non-Fatal,Substantial,Airplane,CESSNA,TU206F,No,0.0,0.0,4.0,0.0
73,20020917X02289,Accident,1982-01-10,Non-Fatal,Substantial,Airplane,QUICKIE,1,Yes,0.0,0.0,0.0,1.0
74,20020917X01623,Accident,1982-01-10,Non-Fatal,Substantial,Airplane,CESSNA,U206,No,0.0,0.0,3.0,0.0
75,20020917X01985,Accident,1982-01-11,Non-Fatal,Destroyed,Airplane,PIPER,PA-28-140,No,0.0,1.0,1.0,0.0
76,20020917X01965,Accident,1982-01-11,Fatal,Destroyed,Airplane,CESSNA,210N,No,4.0,1.0,1.0,0.0
77,20020917X01982,Accident,1982-01-11,Non-Fatal,Substantial,Airplane,CESSNA,180,No,0.0,0.0,0.0,1.0
78,20020917X01715,Accident,1982-01-11,Non-Fatal,Substantial,Airplane,CESSNA,310L,No,0.0,0.0,0.0,1.0
79,20020917X01897,Incident,1982-01-12,Incident,No Damage,Airplane,LOCKHEED,L-1011,No,0.0,0.0,0.0,149.0
80,20020917X01765,Incident,1982-01-12,Incident,Minor,Airplane,EMBRAER,EMB-110P1,No,0.0,0.0,0.0,2.0
81,20020917X01750,Accident,1982-01-12,Non-Fatal,Destroyed,Airplane,CESSNA,414,No,0.0,0.0,3.0,0.0
82,20020917X02111,Accident,1982-01-12,Non-Fatal,Substantial,Airplane,BEECH,P35,No,0.0,1.0,0.0,1.0
83,20020917X02342,Accident,1982-01-13,Non-Fatal,Destroyed,Airplane,GRUMMAN,AA5B,No,0.0,0.0,0.0,1.0
85,20020917X02120,Accident,1982-01-13,Non-Fatal,Substantial,Airplane,PIPER,PA-28R-201T,No,0.0,0.0,0.0,3.0
86,20020917X01996,Accident,1982-01-13,Non-Fatal,Substantial,Airplane,BEECH,A23-24,No,0.0,0.0,0.0,4.0
87,20020917X02575,Accident,1982-01-13,Non-Fatal,Substantial,Airplane,PIPER,PA-31-350,No,0.0,0.0,0.0,2.0
88,20020917X01966,Accident,1982-01-15,Fatal,Destroyed,Airplane,CESSNA,T210N,No,3.0,0.0,0.0,0.0
90,20020917X02395,Accident,1982-01-15,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,0.0,2.0
92,20020917X02576,Accident,1982-01-15,Non-Fatal,Substantial,Airplane,CESSNA,140,No,0.0,0.0,0.0,1.0
93,20020917X02538,Accident,1982-01-15,Non-Fatal,Substantial,Airplane,SWEARINGEN,SA 226-TC,No,0.0,1.0,2.0,12.0
94,20020917X01780,Accident,1982-01-15,Non-Fatal,Substantial,Airplane,BEECH,C-45H,No,0.0,0.0,0.0,2.0
95,20020917X01625,Accident,1982-01-15,Non-Fatal,Substantial,Airplane,DE HAVILLAND,DHC-2-MK3,No,0.0,0.0,0.0,4.0
97,20020917X02487,Accident,1982-01-16,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,0.0,0.0,0.0,1.0
98,20020917X02321,Accident,1982-01-17,Fatal,Destroyed,Airplane,CESSNA,150M,No,1.0,0.0,0.0,0.0
99,20020917X02306,Accident,1982-01-17,Fatal,Destroyed,Airplane,BEDE AIRCRAFT,BD-5B,Yes,1.0,0.0,0.0,0.0
100,20020917X02294,Accident,1982-01-17,Non-Fatal,Destroyed,Airplane,CESSNA,182P,No,0.0,0.0,1.0,0.0
101,20020917X02159,Accident,1982-01-17,Non-Fatal,Destroyed,Airplane,CONVAIR,440,No,0.0,0.0,2.0,1.0
102,20020917X02142,Accident,1982-01-17,Fatal,Destroyed,Airplane,PIPER,PA-31,No,1.0,0.0,0.0,0.0
103,20020917X01967,Accident,1982-01-17,Non-Fatal,Destroyed,Airplane,PIPER,PA-31T,No,0.0,0.0,3.0,0.0
104,20020917X01721,Accident,1982-01-17,Fatal,Destroyed,Airplane,BEECH,F50,No,2.0,0.0,0.0,0.0
105,20020917X01624,Accident,1982-01-17,Non-Fatal,Destroyed,Airplane,CESSNA,150,No,0.0,0.0,1.0,1.0
106,20020917X01914,Accident,1982-01-17,Non-Fatal,Substantial,Airplane,CESSNA,180E,No,0.0,0.0,0.0,1.0
107,20020917X01645,Accident,1982-01-17,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,0.0,0.0,0.0,2.0
109,20020917X02624,Accident,1982-01-18,Non-Fatal,Destroyed,Airplane,BEECH,C23,No,0.0,2.0,2.0,0.0
110,20020917X02257,Accident,1982-01-18,Fatal,Destroyed,Airplane,CESSNA,172M,No,1.0,0.0,0.0,0.0
111,20020917X01723,Accident,1982-01-18,Fatal,Destroyed,Airplane,PIPER,PA-28-180,No,3.0,0.0,0.0,0.0
112,20020917X01999,Accident,1982-01-18,Non-Fatal,Substantial,Airplane,CESSNA,180K,No,0.0,0.0,0.0,1.0
113,20020917X01722,Accident,1982-01-18,Fatal,Substantial,Airplane,CESSNA,210L,No,4.0,0.0,0.0,0.0
114,20020917X02476,Accident,1982-01-19,Fatal,Destroyed,Airplane,MOONEY,M20F,No,1.0,0.0,0.0,0.0
115,20020917X02121,Accident,1982-01-19,Fatal,Destroyed,Airplane,BEECH,G35,No,2.0,0.0,0.0,0.0
116,20020917X01978,Accident,1982-01-19,Fatal,Destroyed,Airplane,CESSNA,177B,No,1.0,2.0,0.0,0.0
117,20020917X01908,Accident,1982-01-19,Fatal,Destroyed,Airplane,GRUMMAN,AA5A,No,3.0,0.0,0.0,0.0
118,20020917X01908,Accident,1982-01-19,Fatal,Destroyed,Airplane,SWEARINGEN,SA226-T(B),No,3.0,0.0,0.0,0.0
119,20020917X01766,Incident,1982-01-19,Incident,Minor,Airplane,DE HAVILLAND,DHC-6-300,No,0.0,0.0,0.0,1.0
120,20020917X02490,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,PIPER,AEROSTAR 601P,No,0.0,0.0,0.0,2.0
121,20020917X02488,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
122,20020917X02425,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,0.0,0.0,1.0,1.0
123,20020917X02424,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,CESSNA,177RG,No,0.0,0.0,0.0,2.0
124,20020917X02296,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,BEACHNER,QUICK SILVER,Yes,0.0,0.0,1.0,0.0
125,20020917X02160,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,CESSNA,182E,No,0.0,0.0,0.0,1.0
126,20020917X01997,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,CESSNA,150H,No,0.0,0.0,0.0,1.0
127,20020917X01806,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,CESSNA,340A,No,0.0,0.0,0.0,2.0
128,20020917X01781,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,PIPER,PA-38-112,No,0.0,0.0,0.0,2.0
129,20020917X02397,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,CANADAIR,CL-44D4,No,0.0,0.0,0.0,6.0
130,20020917X01628,Accident,1982-01-19,Non-Fatal,Substantial,Airplane,PIPER,PA-32,No,0.0,0.0,0.0,2.0
131,20020917X02334,Incident,1982-01-20,Incident,Minor,Airplane,PIPER,PA-31-350,No,0.0,0.0,0.0,2.0
132,20020917X02258,Accident,1982-01-20,Fatal,Destroyed,Airplane,BEECH,58,No,2.0,0.0,0.0,0.0
133,20020917X02256,Accident,1982-01-20,Fatal,Destroyed,Airplane,CESSNA,182N,No,3.0,0.0,0.0,0.0
134,20020917X01751,Accident,1982-01-20,Fatal,Destroyed,Airplane,PIPER,PA-23-250,No,1.0,0.0,0.0,0.0
135,20020917X02398,Accident,1982-01-20,Fatal,Substantial,Airplane,CESSNA,210,No,1.0,0.0,0.0,1.0
136,20020917X01998,Accident,1982-01-20,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
138,20020917X02619,Accident,1982-01-21,Fatal,Destroyed,Airplane,CESSNA,P210N,No,4.0,0.0,0.0,0.0
139,20020917X02467,Accident,1982-01-21,Fatal,Destroyed,Airplane,CESSNA,402A,No,1.0,0.0,0.0,0.0
140,20020917X02399,Accident,1982-01-21,Non-Fatal,Destroyed,Airplane,DOUGLAS,DC-3,No,0.0,0.0,2.0,0.0
141,20020917X02295,Accident,1982-01-21,Non-Fatal,Destroyed,Airplane,PIPER,PA-23-250,No,0.0,1.0,2.0,0.0
142,20020917X02260,Accident,1982-01-21,Fatal,Destroyed,Airplane,PIPER,PA-28-235,No,1.0,0.0,0.0,0.0
143,20020917X01762,Accident,1982-01-21,Fatal,Destroyed,Airplane,GRUMMAN,AA-1,Yes,1.0,0.0,0.0,0.0
144,20020917X01749,Accident,1982-01-21,Non-Fatal,Destroyed,Airplane,PIPER,PA-32,No,0.0,1.0,3.0,0.0
145,20020917X01626,Accident,1982-01-21,Non-Fatal,Destroyed,Airplane,CESSNA,207,No,0.0,0.0,1.0,0.0
146,20020917X01782,Accident,1982-01-21,Non-Fatal,Substantial,Airplane,MOONEY,M-20,Yes,0.0,0.0,0.0,4.0
147,20020917X02161,Accident,1982-01-21,Non-Fatal,Substantial,Airplane,AIR TRACTOR,301,No,0.0,0.0,0.0,1.0
148,20020917X02307,Accident,1982-01-22,Fatal,Destroyed,Airplane,SONS MUSTANG,II,Yes,2.0,0.0,0.0,0.0
149,20020917X01767,Incident,1982-01-22,Incident,No Damage,Airplane,DASSAULT/SUD,FALCON 20,No,0.0,0.0,0.0,2.0
150,20020917X02171,Accident,1982-01-22,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,0.0,0.0,0.0,2.0
152,20020917X02622,Accident,1982-01-23,Fatal,Destroyed,Airplane,CESSNA,172,No,1.0,1.0,0.0,0.0
153,20020917X02259,Accident,1982-01-23,Fatal,Destroyed,Airplane,MOONEY,M20C,No,2.0,0.0,4.0,0.0
154,20020917X02000,Accident,1982-01-23,Non-Fatal,Destroyed,Airplane,GRUMMAN,G-164A,No,0.0,0.0,0.0,1.0
155,20020917X01909,Accident,1982-01-23,Fatal,Destroyed,Airplane,MCDONNELL DOUGLAS,DC-10-30,No,2.0,4.0,24.0,182.0
156,20020917X01883,Accident,1982-01-23,Fatal,Destroyed,Airplane,BEECH,A23A,No,1.0,0.0,0.0,0.0
157,20020917X02426,Accident,1982-01-23,Non-Fatal,Substantial,Airplane,PIPER,PA-32-300,No,0.0,0.0,0.0,1.0
158,20020917X02400,Accident,1982-01-23,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,0.0,0.0,0.0,3.0
159,20020917X02400,Accident,1982-01-23,Non-Fatal,Substantial,Airplane,PIPER,PA-34-200T,No,0.0,0.0,0.0,3.0
160,20020917X02259,Accident,1982-01-23,Fatal,Substantial,Airplane,PIPER,PA-28-235,No,2.0,0.0,4.0,0.0
161,20020917X02113,Accident,1982-01-23,Non-Fatal,Substantial,Airplane,CESSNA,150H,No,0.0,1.0,0.0,0.0
164,20020917X02002,Accident,1982-01-23,Non-Fatal,Substantial,Airplane,PIPER,PA-38-112,No,0.0,0.0,1.0,1.0
165,20020917X01990,Accident,1982-01-24,Fatal,Destroyed,Airplane,ROBERTSON,C-402B,No,7.0,0.0,0.0,0.0
166,20020917X02563,Accident,1982-01-24,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,2.0,0.0
167,20020917X02163,Accident,1982-01-24,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,0.0,4.0
168,20020917X01895,Accident,1982-01-24,Non-Fatal,Substantial,Airplane,CESSNA,172RG,No,0.0,0.0,0.0,2.0
169,20020917X01661,Accident,1982-01-24,Non-Fatal,Substantial,Airplane,CESSNA,177,No,0.0,0.0,0.0,1.0
170,20020917X01646,Accident,1982-01-25,Fatal,Destroyed,Airplane,CESSNA,182M,No,2.0,0.0,0.0,0.0
171,20020917X01652,Accident,1982-01-25,Non-Fatal,Substantial,Airplane,CESSNA,152II,No,0.0,0.0,1.0,0.0
172,20020917X02123,Accident,1982-01-26,Non-Fatal,Destroyed,Airplane,CESSNA,A188B,No,0.0,1.0,0.0,0.0
173,20020917X02485,Accident,1982-01-26,Non-Fatal,Substantial,Airplane,PIPER,PA-28-140,No,0.0,0.0,0.0,2.0
174,20020917X02430,Accident,1982-01-26,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,0.0,0.0,0.0,3.0
175,20020917X02427,Accident,1982-01-26,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
176,20020917X01917,Accident,1982-01-26,Non-Fatal,Substantial,Airplane,BELLANCA,7GCBC,No,0.0,0.0,0.0,1.0
179,20020917X02491,Accident,1982-01-27,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,2.0
180,20020917X02164,Accident,1982-01-27,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
181,20020917X01925,Accident,1982-01-27,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,0.0,0.0,0.0,1.0
182,20020917X01783,Accident,1982-01-27,Non-Fatal,Substantial,Airplane,AERONCA,7BCM,No,0.0,0.0,0.0,1.0
183,20020917X01742,Accident,1982-01-27,Non-Fatal,Substantial,Airplane,PIPER,PA-38-112,No,0.0,0.0,0.0,2.0
184,20020917X02325,Accident,1982-01-28,Fatal,Destroyed,Airplane,PIPER,28-151,No,1.0,0.0,0.0,0.0
185,20020917X02579,Accident,1982-01-28,Non-Fatal,Substantial,Airplane,CESSNA,340A,No,0.0,0.0,0.0,2.0
186,20020917X02428,Accident,1982-01-28,Non-Fatal,Substantial,Airplane,CESSNA,172H,No,0.0,0.0,0.0,1.0
187,20020917X02165,Accident,1982-01-28,Non-Fatal,Substantial,Airplane,MOONEY,M20C,Yes,0.0,0.0,0.0,1.0
188,20020917X02001,Accident,1982-01-28,Non-Fatal,Substantial,Airplane,CESSNA,A185F,No,0.0,0.0,0.0,2.0
189,20020917X01662,Accident,1982-01-28,Non-Fatal,Substantial,Airplane,PIPER,PA-32-260,No,0.0,0.0,0.0,2.0
190,20020917X02468,Accident,1982-01-29,Fatal,Destroyed,Airplane,CESSNA,172N,No,1.0,0.0,0.0,0.0
191,20020917X01768,Incident,1982-01-29,Incident,No Damage,Airplane,BEECH,B200,No,0.0,0.0,0.0,2.0
192,20020917X01758,Accident,1982-01-29,Fatal,Destroyed,Airplane,CESSNA,150,No,1.0,0.0,0.0,0.0
193,20020917X01919,Accident,1982-01-29,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,0.0,2.0
194,20020917X02335,Incident,1982-01-30,Incident,Minor,Airplane,PIPER,PA-28R-201T,No,0.0,0.0,0.0,1.0
195,20020917X02166,Accident,1982-01-30,Non-Fatal,Destroyed,Airplane,MOONEY,M20J,No,0.0,0.0,0.0,4.0
196,20020917X02313,Accident,1982-01-30,Fatal,Substantial,Airplane,CESSNA,TR182,No,1.0,0.0,0.0,0.0
197,20020917X02248,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,AERONCA,7AC,No,0.0,0.0,0.0,1.0
198,20020917X02168,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,CESSNA,177B,No,0.0,0.0,0.0,2.0
199,20020917X02167,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,0.0,3.0
200,20020917X02003,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,CESSNA,140,No,0.0,0.0,0.0,2.0
201,20020917X01920,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,0.0,0.0,1.0
202,20020917X01664,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,CESSNA,182L,No,0.0,0.0,0.0,2.0
203,20020917X01663,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,CESSNA,172N,No,0.0,0.0,0.0,3.0
204,20020917X02580,Accident,1982-01-30,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,0.0,0.0,0.0,3.0
205,20020917X02547,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,PIPER,PA-22,No,0.0,0.0,1.0,1.0
206,20020917X02482,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,0.0,0.0,0.0,2.0
207,20020917X02429,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,BEECH,36,No,0.0,1.0,0.0,1.0
208,20020917X02344,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,1.0,0.0
209,20020917X02343,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,PIPER,PA-28-161,No,0.0,0.0,0.0,2.0
210,20020917X02169,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,CESSNA,180K,No,0.0,0.0,0.0,3.0
211,20020917X02005,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,2.0
212,20020917X02004,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,1.0
213,20020917X01921,Accident,1982-01-31,Non-Fatal,Substantial,Airplane,PIPER,PA-22,No,0.0,0.0,0.0,2.0
214,20020917X02480,Accident,1982-02-01,Non-Fatal,Destroyed,Airplane,BEECH,99,No,0.0,5.0,2.0,0.0
215,20020917X02413,Accident,1982-02-01,Non-Fatal,Destroyed,Airplane,CESSNA,172,No,0.0,1.0,1.0,0.0
217,20020917X02131,Accident,1982-02-01,Fatal,Destroyed,Airplane,CESSNA,182,No,2.0,0.0,0.0,0.0
218,20020917X02315,Accident,1982-02-01,Non-Fatal,Substantial,Airplane,BELLANCA,7ECA,No,0.0,0.0,0.0,1.0
219,20020917X02170,Accident,1982-02-01,Non-Fatal,Substantial,Airplane,CESSNA,TR182,No,0.0,0.0,0.0,2.0
220,20020917X02006,Accident,1982-02-01,Non-Fatal,Substantial,Airplane,CESSNA,P206,No,0.0,0.0,0.0,3.0
221,20020917X01784,Accident,1982-02-01,Non-Fatal,Substantial,Airplane,GRUMMAN,1159,No,0.0,0.0,0.0,4.0
222,20020917X01922,Accident,1982-02-01,Non-Fatal,Substantial,Airplane,PIPER,PA-32,No,0.0,1.0,0.0,0.0
223,20020917X02539,Accident,1982-02-02,Fatal,Destroyed,Airplane,PIPER,PA-23-250,No,1.0,0.0,0.0,0.0
224,20020917X02139,Accident,1982-02-02,Fatal,Destroyed,Airplane,CESSNA,150G,No,2.0,0.0,0.0,0.0
225,20020917X02581,Accident,1982-02-02,Non-Fatal,Substantial,Airplane,CESSNA,U206G,No,0.0,0.0,0.0,1.0
226,20020917X02007,Accident,1982-02-02,Non-Fatal,Substantial,Airplane,CESSNA,T210N,No,0.0,0.0,0.0,1.0
227,20020917X01963,Accident,1982-02-02,Non-Fatal,Substantial,Airplane,SMITH MINIPLANE,BK-1,Yes,0.0,0.0,0.0,1.0
228,20020917X02297,Accident,1982-02-03,Fatal,Destroyed,Airplane,MOONEY,M20J,No,1.0,0.0,0.0,0.0
229,20020917X01923,Accident,1982-02-03,Non-Fatal,Destroyed,Airplane,MITSUBISHI,MU2B-40,No,0.0,0.0,6.0,0.0
230,20020917X01910,Accident,1982-02-03,Non-Fatal,Minor,Airplane,MCDONNELL-DOUGLAS,DC-10-10,No,0.0,1.0,0.0,154.0
231,20020917X02582,Accident,1982-02-03,Non-Fatal,Substantial,Airplane,CESSNA,150J,No,0.0,0.0,0.0,2.0
232,20020917X02252,Accident,1982-02-03,Non-Fatal,Substantial,Airplane,TAYLORCRAFT,F19,No,0.0,0.0,0.0,1.0
234,20020917X02555,Accident,1982-02-03,Non-Fatal,Substantial,Airplane,TED SMITH,AEROSTAR 600,No,0.0,0.0,0.0,1.0
236,20020917X02583,Accident,1982-02-04,Non-Fatal,Substantial,Airplane,BELLANCA,7KCAB,No,0.0,0.0,0.0,1.0
238,20020917X02348,Accident,1982-02-05,Fatal,Destroyed,Airplane,PIPER,PA-28,No,2.0,0.0,0.0,0.0
