,Event.Id,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
76973,20150505X63214,Accident,2015-05-05,Fatal,Destroyed,Airplane,AIR TRACTOR INC,AT 502B,No,1.0,0.0,0.0,0.0
76975,20150506X15258,Accident,2015-05-05,Non-Fatal,Substantial,Airplane,JEROME D FISCHER,RV-7,Yes,0.0,1.0,0.0,0.0
76976,20150506X25804,Accident,2015-05-05,Non-Fatal,Substantial,Airplane,ROBERT M. JONES,ZENITH CH 701,Yes,0.0,0.0,0.0,2.0
76977,20150511X92031,Incident,2015-05-05,Non-Fatal,Minor,Airplane,AIRBUS,A319 112,No,0.0,0.0,0.0,136.0
76978,20150520X91403,Accident,2015-05-05,Fatal,Substantial,Airplane,THRUSH,S2R-T34,No,1.0,0.0,0.0,0.0
76981,20150522X05828,Incident,2015-05-06,Non-Fatal,Minor,Airplane,BOEING,727-2F9,No,0.0,0.0,0.0,4.0
76982,20150508X05509,Accident,2015-05-07,Fatal,Destroyed,Airplane,PIPER,PA 46 350P,No,2.0,0.0,0.0,0.0
76983,20150508X60256,Accident,2015-05-07,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,0.0,0.0,0.0,4.0
76985,20150508X11640,Accident,2015-05-08,Fatal,Destroyed,Airplane,PIPER,PA-32R-300,No,4.0,0.0,0.0,0.0
76986,20150512X51815,Accident,2015-05-08,Non-Fatal,Substantial,Airplane,CESSNA,150D,No,0.0,0.0,0.0,1.0
76987,20150514X31030,Accident,2015-05-08,Non-Fatal,Substantial,Airplane,BUHLMANN HOWARD,HB-1,Yes,0.0,0.0,0.0,1.0
76988,20150527X15318,Accident,2015-05-08,Fatal,No Damage,Airplane,CESSNA,172S,No,1.0,0.0,0.0,0.0
76989,20150825X55703,Accident,2015-05-08,Fatal,Destroyed,Airplane,KEVIN D. YARNEVICH,Kitfox,Yes,1.0,0.0,0.0,0.0
76991,20150506X61506,Accident,2015-05-09,Non-Fatal,Substantial,Airplane,PIPER,PA 32-300,No,0.0,0.0,0.0,5.0
76993,20150527X43713,Accident,2015-05-09,Fatal,Destroyed,Airplane,CESSNA,182J,No,1.0,0.0,0.0,0.0
76994,20150511X55128,Accident,2015-05-10,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 502B,No,0.0,0.0,0.0,1.0
76995,20150512X84642,Accident,2015-05-10,Non-Fatal,Substantial,Airplane,CHAMPION,7ECA,No,0.0,0.0,0.0,1.0
76996,20150513X32917,Accident,2015-05-11,Non-Fatal,Substantial,Airplane,MAULE,M 4-220C,No,0.0,0.0,0.0,1.0
76997,20150520X45130,Accident,2015-05-11,Non-Fatal,Substantial,Airplane,PIPER,PA-25-235,No,0.0,0.0,0.0,1.0
76998,20150527X73811,Incident,2015-05-11,Not Mentioned,No Damage,Airplane,BOEING,737 - 8FE,No,0.0,0.0,0.0,0.0
76999,20150512X33748,Accident,2015-05-12,Non-Fatal,Substantial,Airplane,PIPER,PA 28-161,No,0.0,0.0,1.0,1.0
77000,20150514X24409,Accident,2015-05-12,Non-Fatal,Substantial,Airplane,GATES LEAR JET,35,No,0.0,0.0,0.0,2.0
77001,20150519X55027,Accident,2015-05-12,Non-Fatal,Substantial,Airplane,TAYLORCRAFT,BC-12D,No,0.0,0.0,0.0,1.0
77002,20150603X31131,Accident,2015-05-12,Non-Fatal,Substantial,Airplane,PIPER,PA 28-180,No,0.0,0.0,0.0,1.0
77004,20150514X60500,Accident,2015-05-13,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,No,0.0,0.0,0.0,1.0
77005,20150515X44807,Accident,2015-05-13,Fatal,Destroyed,Airplane,CESSNA,182,No,2.0,0.0,0.0,0.0
77006,20150518X41251,Accident,2015-05-13,Non-Fatal,Substantial,Airplane,CESSNA,170B,No,0.0,0.0,0.0,2.0
77007,20150520X94628,Accident,2015-05-13,Non-Fatal,Substantial,Airplane,PILATUS,PC12 - 45,No,0.0,0.0,0.0,3.0
77008,20150514X61132,Accident,2015-05-14,Fatal,Substantial,Airplane,BELLANCA,7GCBC,No,1.0,0.0,0.0,0.0
77009,20150514X71458,Accident,2015-05-14,Non-Fatal,Minor,Airplane,AVIAT INC,PITTS S-2B,No,0.0,0.0,1.0,1.0
77010,20150514X71721,Accident,2015-05-14,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,0.0,1.0,0.0,0.0
77011,20150515X01222,Accident,2015-05-14,Non-Fatal,Substantial,Airplane,CIRRUS DESIGN CORP,SR22,No,0.0,0.0,0.0,1.0
77012,20150518X10336,Accident,2015-05-15,Non-Fatal,Substantial,Airplane,CESSNA,T206H,No,0.0,1.0,0.0,0.0
77013,20150516X60316,Accident,2015-05-16,Fatal,Destroyed,Airplane,PIPER,PA 24-260,No,4.0,0.0,0.0,0.0
77014,20150516X84711,Accident,2015-05-16,Non-Fatal,Substantial,Airplane,EARL ALLEN,MIGLET,Yes,0.0,0.0,0.0,2.0
77015,20150518X01655,Accident,2015-05-16,Non-Fatal,Substantial,Airplane,MAULE,MX 7-180C,No,0.0,0.0,0.0,1.0
77016,20150518X12459,Accident,2015-05-16,Non-Fatal,Substantial,Airplane,PIPER,PA28 - 140,No,0.0,0.0,0.0,2.0
77017,20150519X02228,Accident,2015-05-16,Non-Fatal,Substantial,Airplane,CONSOLIDATED AERONAUTICS,LAKE LA4-200,No,0.0,0.0,0.0,2.0
77018,20150519X90449,Accident,2015-05-16,Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,No,0.0,0.0,0.0,3.0
77019,20150520X11113,Accident,2015-05-16,Non-Fatal,Substantial,Airplane,PIPER,PA 22-150,No,0.0,0.0,0.0,2.0
77020,20150521X53507,Accident,2015-05-16,Non-Fatal,Substantial,Airplane,RAYTHEON AIRCRAFT COMPANY,B200,No,0.0,0.0,0.0,1.0
77021,20150518X63512,Accident,2015-05-17,Non-Fatal,Substantial,Airplane,CESSNA,150M,No,0.0,0.0,0.0,1.0
77022,20150519X12927,Accident,2015-05-17,Non-Fatal,Substantial,Airplane,CESSNA,150C,No,0.0,0.0,0.0,1.0
77023,20150526X10116,Accident,2015-05-17,Non-Fatal,Substantial,Airplane,PIPER,PA 31-350,No,0.0,0.0,0.0,8.0
77024,20150526X23720,Accident,2015-05-17,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,0.0,0.0,0.0,1.0
77025,20150517X24331,Accident,2015-05-18,Fatal,Destroyed,Airplane,ROCKWELL COMMANDER,114,No,3.0,0.0,1.0,0.0
77027,20150519X32600,Accident,2015-05-18,Fatal,Destroyed,Airplane,BEECH,95 B55 (T42A),No,2.0,0.0,0.0,0.0
77028,20150520X20050,Accident,2015-05-19,Non-Fatal,Substantial,Airplane,PIPER,PA-22,No,0.0,0.0,0.0,2.0
77029,20150520X41333,Accident,2015-05-19,Non-Fatal,Substantial,Airplane,PIPER,PA-28-181,No,0.0,0.0,0.0,2.0
77030,20150520X61427,Accident,2015-05-20,Non-Fatal,Substantial,Airplane,CITABRIA,7GCBC,No,0.0,0.0,1.0,0.0
77031,20150520X71702,Accident,2015-05-20,Non-Fatal,Substantial,Airplane,AYRES CORPORATION,S2R G6,No,0.0,1.0,0.0,0.0
77033,20150521X90444,Accident,2015-05-20,Non-Fatal,Substantial,Airplane,BOEING,PT 17,No,0.0,2.0,0.0,0.0
77034,20150522X35135,Accident,2015-05-20,Non-Fatal,Substantial,Airplane,FAUNCE,PA-11,Yes,0.0,0.0,0.0,1.0
77035,20150521X10749,Accident,2015-05-21,Fatal,Destroyed,Airplane,GULFSTREAM AMERICAN CORP,AA-5A,No,1.0,0.0,0.0,0.0
77036,20150522X44142,Accident,2015-05-21,Fatal,Destroyed,Airplane,CESSNA,210F,No,1.0,0.0,0.0,0.0
77037,20150831X81133,Accident,2015-05-21,Fatal,Destroyed,Airplane,AVIONS ROBIN,DR400,No,2.0,0.0,1.0,0.0
77038,20150526X34102,Accident,2015-05-22,Non-Fatal,Substantial,Airplane,CONSOLIDATED AERONAUTICS INC.,LAKE LA 4 200,No,0.0,0.0,0.0,2.0
77039,20150526X34520,Accident,2015-05-22,Non-Fatal,Substantial,Airplane,SMITH VILAS,KITFOX,Yes,0.0,0.0,0.0,1.0
77040,20150526X35558,Accident,2015-05-22,Fatal,Substantial,Airplane,AIR TRACTOR,AT802-A,No,1.0,0.0,0.0,0.0
77041,20150601X94712,Accident,2015-05-22,Non-Fatal,Substantial,Airplane,WILSON MICHAEL A,CHALLENGER II,No,0.0,1.0,0.0,0.0
77042,20150523X02458,Accident,2015-05-23,Fatal,Destroyed,Airplane,BR LEGEND LLC,TURBINE LEGEND,Yes,1.0,0.0,0.0,0.0
77043,20150523X13659,Accident,2015-05-23,Non-Fatal,No Damage,Airplane,AIRBUS INDUSTRIE,A320 212,No,0.0,0.0,1.0,146.0
77044,20150526X41555,Accident,2015-05-23,Non-Fatal,Substantial,Airplane,CESSNA,172M,No,0.0,1.0,0.0,0.0
77046,20150527X61855,Accident,2015-05-23,Non-Fatal,Substantial,Airplane,LEFEVER PAUL M,RV12,Yes,0.0,1.0,0.0,0.0
77047,20150528X55026,Accident,2015-05-23,Non-Fatal,Substantial,Airplane,ROGERS HOMER/ROGERS SHEILA,RV 6A,Yes,0.0,0.0,0.0,1.0
77048,20150529X11619,Accident,2015-05-23,Non-Fatal,Substantial,Airplane,PIPER,PA44,No,0.0,0.0,0.0,3.0
77050,20150528X54816,Accident,2015-05-24,Non-Fatal,Substantial,Airplane,CZECH AIRCRAFT WORKS SPOL SRO,SPORTCRUISER,No,0.0,0.0,0.0,1.0
77051,20150605X23711,Accident,2015-05-24,Fatal,Destroyed,Airplane,CESSNA,T182 - T,No,2.0,0.0,0.0,0.0
77052,20150608X92806,Accident,2015-05-24,Non-Fatal,Substantial,Airplane,PIPER,PA 28-181,No,0.0,0.0,0.0,1.0
77053,20150525X93954,Accident,2015-05-25,Fatal,Substantial,Airplane,YAKOVLEV,YAK 52,No,1.0,0.0,0.0,0.0
77054,20150526X21408,Accident,2015-05-25,Non-Fatal,Substantial,Airplane,GARRATT MANSFIELD W,IV-P,Yes,0.0,0.0,0.0,2.0
77055,20150527X02635,Accident,2015-05-25,Non-Fatal,Substantial,Airplane,PIPER,PA 25-260,No,0.0,1.0,0.0,0.0
77056,20150527X11828,Accident,2015-05-25,Non-Fatal,Substantial,Airplane,CESSNA,172P,No,0.0,0.0,0.0,1.0
77057,20150528X62240,Accident,2015-05-25,Non-Fatal,Substantial,Airplane,CESSNA,182E,No,0.0,0.0,0.0,5.0
77058,20150528X71717,Accident,2015-05-25,Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,0.0,0.0,0.0,1.0
77059,20150527X52921,Incident,2015-05-25,Not Mentioned,No Damage,Airplane,BOEING,737 - 883,No,0.0,0.0,0.0,0.0
77060,20150527X73939,Accident,2015-05-26,Non-Fatal,Substantial,Airplane,CESSNA,188,No,0.0,0.0,0.0,1.0
77062,20150527X90354,Accident,2015-05-27,Non-Fatal,Substantial,Airplane,CESSNA,U206G,No,0.0,1.0,0.0,2.0
77063,20150528X13617,Accident,2015-05-27,Non-Fatal,Substantial,Airplane,BELLANCA,8KCAB,No,0.0,0.0,0.0,2.0
77064,20150528X20204,Accident,2015-05-27,Non-Fatal,Substantial,Airplane,AERONCA,7EC,No,0.0,0.0,0.0,2.0
77065,20150528X55511,Accident,2015-05-27,Non-Fatal,Substantial,Airplane,CESSNA,337,No,0.0,0.0,0.0,2.0
77066,20150529X50810,Accident,2015-05-27,Non-Fatal,Substantial,Airplane,CESSNA,TR182,No,0.0,0.0,0.0,1.0
77068,20150602X03913,Accident,2015-05-27,Non-Fatal,Substantial,Airplane,CESSNA,305,No,0.0,0.0,0.0,2.0
77069,20150603X40424,Accident,2015-05-27,Non-Fatal,Substantial,Airplane,CESSNA,T188C,No,0.0,0.0,0.0,1.0
77070,20150618X30530,Accident,2015-05-27,Non-Fatal,No Damage,Airplane,BOEING,777 - 236,No,0.0,1.0,1.0,197.0
77071,20150528X10623,Accident,2015-05-28,Non-Fatal,Substantial,Airplane,AERO VODOCHODY,L39,No,0.0,0.0,0.0,2.0
77074,20150602X91946,Accident,2015-05-28,Non-Fatal,Substantial,Airplane,CESSNA,172 - R,No,0.0,0.0,0.0,1.0
77075,20150602X92012,Accident,2015-05-28,Non-Fatal,Destroyed,Airplane,RAYTHEON AIRCRAFT COMPANY,G36,No,0.0,0.0,1.0,0.0
77076,20150611X72534,Accident,2015-05-28,Non-Fatal,Substantial,Airplane,CESSNA,172R,No,0.0,0.0,0.0,1.0
77077,20150531X02741,Accident,2015-05-29,Non-Fatal,Substantial,Airplane,LUSCOMBE,8A,No,0.0,1.0,0.0,0.0
77078,20150601X03737,Accident,2015-05-29,Non-Fatal,Substantial,Airplane,DUENAS,PULSAR III,Yes,0.0,0.0,1.0,0.0
77079,20150601X25645,Accident,2015-05-29,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 502,No,0.0,0.0,0.0,1.0
77081,20150605X64827,Accident,2015-05-29,Non-Fatal,Substantial,Airplane,BURR,EXPRESS 2000 RG,Yes,0.0,0.0,0.0,2.0
77082,20150616X92507,Accident,2015-05-29,Non-Fatal,Substantial,Airplane,BEECH,D35,No,0.0,0.0,0.0,3.0
77083,20150530X04313,Accident,2015-05-30,Fatal,Destroyed,Airplane,BEECH,A36,No,3.0,0.0,0.0,0.0
77085,20150601X02726,Accident,2015-05-30,Fatal,Substantial,Airplane,CESSNA,207,No,1.0,0.0,0.0,0.0
77086,20150603X42135,Accident,2015-05-30,Non-Fatal,Substantial,Airplane,CESSNA,150F,No,0.0,0.0,0.0,1.0
77087,20150610X15810,Accident,2015-05-30,Non-Fatal,Substantial,Airplane,SMILEY JAMES E,RAG WING RW-6,Yes,0.0,1.0,0.0,0.0
77088,20150602X63158,Accident,2015-05-30,Non-Fatal,Substantial,Airplane,PIPER,PA-28RT-201T,No,0.0,0.0,0.0,3.0
77089,20150601X40521,Accident,2015-05-31,Non-Fatal,Substantial,Airplane,CESSNA,T188C,No,0.0,0.0,0.0,1.0
77090,20150602X11035,Accident,2015-05-31,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 502B,No,0.0,0.0,1.0,0.0
77092,20150605X50246,Accident,2015-05-31,Fatal,Destroyed,Airplane,VANS,RV-7,Yes,1.0,1.0,0.0,0.0
77094,20150601X13437,Accident,2015-06-01,Non-Fatal,Substantial,Airplane,CESSNA,172,No,0.0,1.0,1.0,4.0
77095,20150601X95028,Accident,2015-06-01,Non-Fatal,Substantial,Airplane,PIPER,PA 22,No,0.0,1.0,0.0,0.0
77096,20150602X33357,Accident,2015-06-01,Non-Fatal,Substantial,Airplane,BEECH,A23 24,No,0.0,0.0,0.0,2.0
77097,20150609X35832,Accident,2015-06-01,Fatal,Destroyed,Airplane,CESSNA,182,No,2.0,0.0,0.0,0.0
77098,20150601X53116,Accident,2015-06-02,Non-Fatal,Substantial,Airplane,SEA & SKY INC DBA KRUCKER ACFT,CYGNET,No,0.0,0.0,1.0,0.0
77099,20150602X05750,Accident,2015-06-02,Fatal,Destroyed,Airplane,PIPER,PA 22-135,No,1.0,0.0,0.0,0.0
77100,20150602X50343,Accident,2015-06-02,Fatal,Destroyed,Airplane,AYRES CORPORATION,S2R T34,No,1.0,0.0,0.0,0.0
77101,20150602X70621,Accident,2015-06-02,Fatal,Substantial,Airplane,MONNETT JOHN T JR,SONEX SA,Yes,2.0,0.0,0.0,0.0
77102,20150602X91804,Accident,2015-06-02,Fatal,Substantial,Airplane,BEECH,A36,No,1.0,0.0,1.0,0.0
77103,20150603X52324,Accident,2015-06-02,Fatal,Destroyed,Airplane,M7 AEROSPACE LLC,SA226 - TC,No,5.0,0.0,0.0,0.0
77105,20150605X54243,Accident,2015-06-02,Not Mentioned,No Damage,Airplane,CESSNA,180 - UNDESIGNAT,No,0.0,0.0,0.0,0.0
77106,20150603X50616,Accident,2015-06-03,Non-Fatal,Substantial,Airplane,MOONEY AIRCRAFT CORP.,M20K,No,0.0,0.0,0.0,1.0
77107,20150604X20332,Accident,2015-06-03,Non-Fatal,Substantial,Airplane,RANS,S 12XL,No,0.0,0.0,0.0,1.0
77109,20150605X84653,Accident,2015-06-03,Non-Fatal,Substantial,Airplane,CESSNA,182Q,No,0.0,0.0,0.0,1.0
77110,20150608X10557,Accident,2015-06-03,Non-Fatal,Substantial,Airplane,GULFSTREAM-SCHWEIZER A/C CORP,GULFSTREAM AM G 164B,No,0.0,1.0,0.0,0.0
77111,20150707X02241,Accident,2015-06-03,Non-Fatal,Substantial,Airplane,WACO,UPF 7,No,0.0,0.0,1.0,0.0
77112,20150605X12418,Accident,2015-06-04,Non-Fatal,Substantial,Airplane,PIPER,PA 18A 150,No,0.0,0.0,0.0,2.0
77113,20150608X04410,Accident,2015-06-04,Fatal,Minor,Airplane,PIPER,PA 18-150,No,1.0,0.0,0.0,0.0
77114,20150609X24538,Accident,2015-06-04,Fatal,Substantial,Airplane,CESSNA,A188,No,1.0,0.0,0.0,0.0
77115,20150609X40345,Accident,2015-06-04,Non-Fatal,Substantial,Airplane,DEHAVILLAND,DHC-3T,No,0.0,0.0,0.0,2.0
77117,20150611X71659,Accident,2015-06-04,Non-Fatal,Substantial,Airplane,CESSNA,195,No,0.0,0.0,0.0,1.0
77118,20150618X13318,Accident,2015-06-04,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT-602,No,0.0,0.0,0.0,1.0
77119,20150605X23836,Accident,2015-06-05,Fatal,Substantial,Airplane,MORSE FRANK L,REBEL,Yes,1.0,0.0,1.0,0.0
77120,20150605X24005,Accident,2015-06-05,Fatal,Substantial,Airplane,CUB CRAFTERS,CC18-180,No,2.0,0.0,0.0,0.0
77121,20150605X52542,Incident,2015-06-05,Non-Fatal,Minor,Airplane,BOMBARDIER INC,DHC 8,No,0.0,0.0,0.0,37.0
77122,20150608X13827,Accident,2015-06-05,Non-Fatal,Substantial,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA 5B,No,0.0,0.0,0.0,1.0
77124,20150609X25728,Accident,2015-06-05,Non-Fatal,Substantial,Airplane,CESSNA,177,No,0.0,0.0,0.0,2.0
77125,20150623X83943,Accident,2015-06-05,Fatal,Substantial,Airplane,PIPER,PA-25-235,No,1.0,0.0,0.0,0.0
77126,20150813X50832,Incident,2015-06-05,Non-Fatal,No Damage,Airplane,BOEING,737 - 6CT,No,0.0,0.0,0.0,112.0
77127,20150608X03821,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,FLIGHT DESIGN GMBH,CTSW,No,0.0,2.0,0.0,0.0
77130,20150608X64926,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,BELCHER,CH601XLB,Yes,0.0,1.0,0.0,0.0
77131,20150609X84508,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,CESSNA,180,No,0.0,0.0,0.0,2.0
77132,20150610X83303,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,MAULE,M 7-235B,No,0.0,0.0,0.0,2.0
77133,20150616X42412,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,CESSNA,180B,No,0.0,0.0,0.0,1.0
77134,20150619X15215,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,RADDATZ STEVE,RV 8,Yes,0.0,0.0,0.0,1.0
77135,20150625X44335,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,CESSNA,172H,No,0.0,0.0,0.0,2.0
77136,20150714X25655,Accident,2015-06-06,Non-Fatal,Substantial,Airplane,CESSNA,172R,No,0.0,0.0,0.0,1.0
77137,20150608X15812,Accident,2015-06-07,Fatal,Destroyed,Airplane,VANS,RV-7A,Yes,2.0,0.0,0.0,0.0
77139,20150610X32226,Accident,2015-06-07,Fatal,Destroyed,Airplane,BEECH,C90 - GTI,No,3.0,0.0,0.0,0.0
77140,20150610X80622,Incident,2015-06-07,Non-Fatal,Minor,Airplane,BOEING,737 - 4D7,No,0.0,0.0,0.0,160.0
77141,20150608X02450,Accident,2015-06-08,Non-Fatal,Destroyed,Airplane,MOONEY,M20C,No,0.0,0.0,0.0,2.0
77142,20150608X23637,Accident,2015-06-08,Fatal,Substantial,Airplane,BELLANCA,7GCBC,No,1.0,0.0,0.0,0.0
77143,20150608X90730,Accident,2015-06-08,Non-Fatal,No Damage,Airplane,MCDONNELL DOUGLAS,DC 9 83(MD-83),No,0.0,7.0,1.0,137.0
77145,20150609X92540,Accident,2015-06-09,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164A,No,0.0,0.0,0.0,1.0
77146,20150611X12248,Accident,2015-06-09,Non-Fatal,Substantial,Airplane,HUNZIKER,EROS 1650R,Yes,0.0,0.0,1.0,0.0
77147,20150611X25026,Accident,2015-06-09,Non-Fatal,Substantial,Airplane,AIR TRACTOR INC,AT 401,No,0.0,0.0,0.0,1.0
77148,20150615X05941,Incident,2015-06-09,Non-Fatal,Minor,Airplane,BOEING,737 - 3S3,No,0.0,0.0,0.0,2.0
77149,20150622X43310,Accident,2015-06-09,Non-Fatal,Substantial,Airplane,PIPER,PA 28-140,No,0.0,0.0,0.0,1.0
77150,20150610X05937,Accident,2015-06-10,Non-Fatal,Substantial,Airplane,PIPER,PA 16,No,0.0,0.0,0.0,1.0
77151,20150610X33242,Accident,2015-06-10,Fatal,Substantial,Airplane,BEECH,F35,No,1.0,0.0,1.0,0.0
77152,20150611X74851,Accident,2015-06-10,Non-Fatal,No Damage,Airplane,BOMBARDIER INC,CL600 2D24,No,0.0,4.0,1.0,75.0
77153,20150615X93647,Accident,2015-06-10,Non-Fatal,Substantial,Airplane,PIPER,PA28-200,No,0.0,0.0,0.0,2.0
77154,20150617X55451,Accident,2015-06-10,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 20 C1,No,0.0,0.0,0.0,1.0
77155,20150707X64149,Accident,2015-06-10,Non-Fatal,Substantial,Airplane,CESSNA,172S,No,0.0,0.0,0.0,1.0
77156,20151022X03128,Accident,2015-06-10,Non-Fatal,Substantial,Airplane,CESSNA,525,No,0.0,0.0,0.0,1.0
77157,20150613X13604,Accident,2015-06-11,Non-Fatal,Substantial,Airplane,BEECH,RC 45J,No,0.0,0.0,0.0,1.0
77158,20150614X35207,Accident,2015-06-11,Non-Fatal,Substantial,Airplane,BEECH,E33A,No,0.0,0.0,0.0,1.0
77160,20150612X64657,Accident,2015-06-12,Fatal,Destroyed,Airplane,BEECH,A36,No,4.0,0.0,1.0,0.0
77161,20150615X00136,Accident,2015-06-12,Non-Fatal,Substantial,Airplane,ECLIPSE AVIATION CORP,EA500,No,0.0,0.0,0.0,4.0
77162,20150615X53251,Accident,2015-06-12,Non-Fatal,Substantial,Airplane,GRUMMAN ACFT ENG COR-SCHWEIZER,G 164B,No,0.0,1.0,0.0,0.0
77164,20150616X33717,Accident,2015-06-12,Fatal,Substantial,Airplane,PIPER,PA-23-250,No,3.0,0.0,0.0,0.0
77165,20150624X35258,Accident,2015-06-12,Non-Fatal,Substantial,Airplane,BEECH,G58,No,0.0,0.0,0.0,2.0
77166,20150615X32357,Accident,2015-06-13,Non-Fatal,Substantial,Airplane,CESSNA,P210N,No,0.0,0.0,0.0,1.0
77167,20150616X52241,Accident,2015-06-13,Non-Fatal,Substantial,Airplane,PIPER,PA 18-150,No,0.0,0.0,0.0,2.0
77168,20150629X01239,Accident,2015-06-13,Non-Fatal,Substantial,Airplane,CESSNA,182P,No,0.0,0.0,0.0,3.0
77169,20150614X11108,Accident,2015-06-14,Fatal,Destroyed,Airplane,PIPER,PA 32,No,1.0,0.0,0.0,0.0
77170,20150614X60334,Accident,2015-06-14,Fatal,Substantial,Airplane,GRUMMAN AMERICAN AVN. CORP.,AA-5,No,1.0,0.0,1.0,0.0
77171,20150615X10136,Accident,2015-06-14,Non-Fatal,Substantial,Airplane,PIPER,PA28,No,0.0,0.0,2.0,0.0
77172,20150615X12143,Accident,2015-06-14,Non-Fatal,Substantial,Airplane,CESSNA,182A,No,0.0,0.0,0.0,1.0
77173,20150615X54151,Accident,2015-06-14,Non-Fatal,Substantial,Airplane,CESSNA,T210,No,0.0,0.0,0.0,1.0
77174,20150615X62526,Accident,2015-06-14,Non-Fatal,Substantial,Airplane,WEATHERLY AVIATION CO INC,620A,No,0.0,0.0,1.0,0.0
77176,20150616X50938,Accident,2015-06-14,Non-Fatal,Substantial,Airplane,WEATHERLY,201B,No,0.0,0.0,0.0,1.0
77177,20150616X53414,Accident,2015-06-14,Non-Fatal,Substantial,Airplane,PIPER,PA 18A 150,No,0.0,0.0,0.0,2.0
77178,20150616X94016,Accident,2015-06-14,Non-Fatal,Substantial,Airplane,STINSON,108,No,0.0,1.0,1.0,0.0
77181,20150709X35336,Accident,2015-06-14,Fatal,Destroyed,Airplane,ILYUSHIN,IL-103,No,2.0,0.0,0.0,0.0
77182,20150618X03455,Accident,2015-06-15,Non-Fatal,Substantial,Airplane,PENELL MARK A,RANS S-10 KIT,Yes,0.0,0.0,1.0,0.0
77183,20150616X85216,Accident,2015-06-16,Non-Fatal,Substantial,Airplane,ROCKWELL INTERNATIONAL,S 2R,No,0.0,0.0,1.0,0.0
77185,20150729X83203,Incident,2015-06-16,Non-Fatal,No Damage,Airplane,RAYTHEON CORPORATE JETS INC,BAE 125 800,No,0.0,0.0,0.0,5.0
77186,20150618X01302,Accident,2015-06-17,Non-Fatal,Substantial,Airplane,DIAMOND AIRCRAFT IND INC,DA 20 C1,No,0.0,0.0,0.0,2.0
77187,20150618X01608,Accident,2015-06-18,Non-Fatal,Substantial,Airplane,PIPER,PA-22,No,0.0,0.0,1.0,0.0
77188,20150618X45629,Accident,2015-06-18,Non-Fatal,Substantial,Airplane,PIPER,PA 20,No,0.0,0.0,2.0,0.0
77190,20150624X93848,Accident,2015-06-18,Non-Fatal,Substantial,Airplane,CESSNA,152,No,0.0,0.0,0.0,2.0
77192,20150619X00546,Accident,2015-06-19,Fatal,Substantial,Airplane,CESSNA,172,No,1.0,0.0,0.0,0.0
77193,20150619X71456,Accident,2015-06-19,Non-Fatal,Substantial,Airplane,CESSNA,180A,No,0.0,0.0,0.0,3.0
77194,20150622X30313,Accident,2015-06-19,Non-Fatal,Substantial,Airplane,LANCAIR,ES - NO SERIES,Yes,0.0,0.0,0.0,1.0
77195,20150622X32906,Accident,2015-06-19,Non-Fatal,Substantial,Airplane,BEECH,C23,No,0.0,0.0,0.0,1.0
77196,20150624X55528,Accident,2015-06-19,Non-Fatal,Substantial,Airplane,BEECH,B 55,No,0.0,0.0,0.0,1.0
77197,20150620X25408,Accident,2015-06-20,Non-Fatal,Substantial,Airplane,ROBERTS,SUPER BEAR,Yes,0.0,1.0,0.0,1.0
77200,20150624X20401,Accident,2015-06-20,Fatal,Destroyed,Airplane,CESSNA,T303,No,1.0,2.0,0.0,0.0
77201,20150707X05050,Accident,2015-06-20,Non-Fatal,Substantial,Airplane,VANS AIRCRAFT INC,RV-12,No,0.0,0.0,0.0,1.0
77202,20160128X50658,Accident,2015-06-20,Non-Fatal,Substantial,Airplane,CESSNA,150L,No,0.0,0.0,0.0,1.0
77203,20160509X12552,Accident,2015-06-20,Non-Fatal,Substantial,Airplane,AVIAT AIRCRAFT INC,A,No,0.0,0.0,0.0,1.0
77204,20150622X23945,Accident,2015-06-21,Fatal,Substantial,Airplane,CZECH SPORT AIRCRAFT AS,PIPER SPORT,No,1.0,0.0,0.0,0.0
