,Event.Id,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
16,20020917X01962,Accident,1982-01-02,Non-Fatal,Destroyed,Helicopter,ENSTROM,280C,No,0.0,0.0,0.0,1.0
19,20020917X02339,Accident,1982-01-02,Non-Fatal,Substantial,Helicopter,SMITH,WCS-222 (BELL 47G),No,0.0,0.0,0.0,2.0
22,20020917X01657,Accident,1982-01-02,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,0.0,0.0,0.0,1.0
46,20020917X02157,Accident,1982-01-06,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA-316B,No,0.0,0.0,0.0,6.0
91,20020917X02577,Accident,1982-01-15,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,1.0
96,20020917X02096,Accident,1982-01-16,Fatal,Destroyed,Helicopter,BELL HELICOPTER,206L-1,No,1.0,2.0,0.0,0.0
108,20020917X01660,Accident,1982-01-17,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,2.0
137,20020917X01915,Accident,1982-01-20,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,2.0
151,20020917X02578,Accident,1982-01-22,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-58J,No,0.0,0.0,0.0,2.0
162,20020917X01916,Accident,1982-01-23,Non-Fatal,Substantial,Helicopter,BELL/TEXTRON,206 L-1,No,0.0,0.0,0.0,2.0
163,20020917X02162,Accident,1982-01-23,Non-Fatal,Substantial,Helicopter,BELL,47G-2,No,0.0,0.0,0.0,1.0
177,20020917X01918,Accident,1982-01-26,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,2.0,2.0
178,20020917X02261,Accident,1982-01-27,Fatal,Destroyed,Helicopter,BELL,UH1B,Yes,1.0,0.0,0.0,0.0
216,20020917X02135,Accident,1982-02-01,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA-360C,No,0.0,1.0,0.0,0.0
233,20020917X01785,Accident,1982-02-03,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,0.0,0.0,0.0,1.0
235,20020917X02401,Accident,1982-02-04,Fatal,Destroyed,Helicopter,ROBINSON,R-22,No,2.0,0.0,0.0,0.0
237,20020917X02008,Accident,1982-02-04,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,0.0,0.0,0.0,1.0
289,20020917X01796,Accident,1982-02-10,Non-Fatal,Substantial,Helicopter,SIKORSKY,UH-19B,No,0.0,0.0,0.0,2.0
309,20020917X02329,Accident,1982-02-14,Fatal,Destroyed,Helicopter,BELL,214B-1,No,1.0,1.0,0.0,0.0
360,20020917X02268,Accident,1982-02-19,Non-Fatal,Substantial,Helicopter,BELL,47G2,No,0.0,0.0,0.0,1.0
388,20020917X02623,Accident,1982-02-22,Non-Fatal,Destroyed,Helicopter,KAMAN,HH-43F,No,0.0,0.0,1.0,0.0
418,20020917X02098,Accident,1982-02-26,Fatal,Destroyed,Helicopter,ROBINSON,R22,No,1.0,0.0,0.0,0.0
430,20020917X02355,Accident,1982-02-27,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,1.0
445,20020917X02023,Accident,1982-02-28,Non-Fatal,Substantial,Helicopter,BELL,47G,No,0.0,0.0,0.0,1.0
452,20020917X01930,Accident,1982-03-01,Non-Fatal,Substantial,Helicopter,BELL,206B III,No,0.0,0.0,0.0,2.0
456,20020917X02535,Accident,1982-03-02,Non-Fatal,Substantial,Helicopter,HUGHES,500,No,0.0,0.0,0.0,4.0
463,20020917X02025,Accident,1982-03-02,Fatal,Destroyed,Helicopter,BELL,206B,No,2.0,0.0,0.0,0.0
465,20020917X02026,Accident,1982-03-02,Non-Fatal,No Damage,Helicopter,BELL,12,No,0.0,1.0,0.0,5.0
503,20020917X01931,Accident,1982-03-07,Non-Fatal,Substantial,Helicopter,BELL,206B III,No,0.0,1.0,0.0,0.0
504,20020917X02627,Accident,1982-03-08,Non-Fatal,Destroyed,Helicopter,HILLER,UH-12E,No,0.0,0.0,1.0,1.0
519,20020917X02192,Accident,1982-03-09,Non-Fatal,Substantial,Helicopter,HILLER,12E,No,0.0,0.0,0.0,1.0
540,20020917X02542,Accident,1982-03-12,Fatal,Destroyed,Helicopter,ROBINSON,R22,No,1.0,1.0,0.0,0.0
594,20020917X01937,Accident,1982-03-16,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,4.0
604,20020917X01682,Accident,1982-03-17,Non-Fatal,Substantial,Helicopter,HILLER,UH12E,No,0.0,0.0,0.0,1.0
616,20020917X02513,Accident,1982-03-18,Non-Fatal,Substantial,Helicopter,BELL,47J-2A,No,0.0,1.0,0.0,2.0
631,20020917X02450,Accident,1982-03-20,Non-Fatal,Substantial,Helicopter,ENSTROM,F-28A,No,0.0,0.0,0.0,1.0
635,20020917X01687,Accident,1982-03-20,Non-Fatal,Substantial,Helicopter,HUGHES,H-369HS,No,0.0,0.0,0.0,2.0
642,20020917X02613,Accident,1982-03-21,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
648,20020917X02278,Accident,1982-03-22,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA316B,No,0.0,4.0,3.0,0.0
674,20020917X02614,Accident,1982-03-25,Non-Fatal,Destroyed,Helicopter,ROTORWAY,SCORPION TOO,Yes,0.0,1.0,0.0,0.0
686,20020917X02147,Accident,1982-03-26,Fatal,Destroyed,Helicopter,BELL,206,No,1.0,1.0,0.0,0.0
735,20020917X02103,Accident,1982-04-02,Fatal,Destroyed,Helicopter,MBB-BOLKOW,BO-105CBS,No,3.0,0.0,0.0,0.0
740,20020917X02599,Accident,1982-04-02,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,0.0,0.0,0.0,4.0
771,20020917X02601,Accident,1982-04-06,Non-Fatal,Destroyed,Helicopter,SIKORSKY,S-58J,No,0.0,0.0,0.0,2.0
797,20020917X02604,Accident,1982-04-09,Non-Fatal,Substantial,Helicopter,BELL,47G-2A,No,0.0,0.0,0.0,1.0
806,20020917X02216,Accident,1982-04-10,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
813,20020917X01654,Accident,1982-04-11,Fatal,Destroyed,Helicopter,HUGHES,369D,No,3.0,0.0,0.0,0.0
814,20020917X02472,Accident,1982-04-11,Non-Fatal,Substantial,Helicopter,BELL,47G-4,No,0.0,2.0,0.0,0.0
825,20020917X01700,Accident,1982-04-12,Non-Fatal,Substantial,Helicopter,S.N.I.A.S.,AS350D ASTAR,No,0.0,0.0,1.0,2.0
826,20020917X02381,Accident,1982-04-12,Non-Fatal,Substantial,Helicopter,HUGHES,269B,No,0.0,0.0,1.0,2.0
831,20020917X02069,Accident,1982-04-13,Non-Fatal,Destroyed,Helicopter,BELL,206B,No,0.0,0.0,1.0,0.0
838,20020917X02244,Accident,1982-04-15,Non-Fatal,Destroyed,Helicopter,HILLER,UH-12E,No,0.0,1.0,0.0,0.0
839,20020917X02217,Accident,1982-04-15,Non-Fatal,Destroyed,Helicopter,BELL,47G-2,No,0.0,0.0,0.0,2.0
852,20020917X01653,Accident,1982-04-15,Fatal,Substantial,Helicopter,SUD AVIATION,SA 318C,No,2.0,1.0,0.0,0.0
853,20020917X01959,Accident,1982-04-15,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA315B,No,0.0,0.0,1.0,0.0
854,20020917X02105,Accident,1982-04-16,Fatal,Destroyed,Helicopter,BELL,222,No,3.0,0.0,0.0,0.0
868,20020917X02221,Accident,1982-04-17,Fatal,Destroyed,Helicopter,HUGHES,369HS,No,3.0,1.0,0.0,0.0
870,20020917X02219,Accident,1982-04-17,Non-Fatal,Destroyed,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
905,20020917X02608,Accident,1982-04-19,Non-Fatal,Substantial,Helicopter,HUGHES,500C,No,0.0,0.0,0.0,4.0
910,20020917X01980,Accident,1982-04-20,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA315B,No,0.0,1.0,0.0,0.0
920,20020917X02418,Accident,1982-04-21,Non-Fatal,Substantial,Helicopter,SIKORSKY,H-19A,No,0.0,0.0,1.0,0.0
921,20020917X02388,Accident,1982-04-21,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,1.0,1.0
922,20020917X01866,Accident,1982-04-21,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,1.0,0.0
926,20020917X02107,Accident,1982-04-22,Fatal,Destroyed,Helicopter,BELL,212,No,2.0,1.0,0.0,9.0
934,20020917X02084,Accident,1982-04-22,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,0.0,0.0,0.0,1.0
935,20020917X02609,Accident,1982-04-23,Non-Fatal,Minor,Helicopter,HILLER-SOLOY,12E,No,0.0,1.0,0.0,1.0
950,20020917X02228,Accident,1982-04-24,Fatal,Minor,Helicopter,S.N.I.A.S.,AS350,No,1.0,0.0,0.0,5.0
961,20020917X02558,Accident,1982-04-25,Non-Fatal,Minor,Helicopter,BELL,206L,No,0.0,0.0,2.0,4.0
981,20020917X02558,Accident,1982-04-25,Non-Fatal,Substantial,Helicopter,BELL,206L,No,0.0,0.0,2.0,4.0
983,20020917X02229,Accident,1982-04-26,Non-Fatal,Substantial,Helicopter,BELL,206A,No,0.0,0.0,0.0,1.0
985,20020917X02088,Accident,1982-04-26,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS-350D,No,0.0,0.0,0.0,2.0
986,20020917X01956,Accident,1982-04-26,Non-Fatal,Substantial,Helicopter,ENSTROM,280-C,No,0.0,0.0,0.0,3.0
988,20020917X02545,Accident,1982-04-27,Fatal,Destroyed,Helicopter,MBB,BO-105C,No,4.0,0.0,0.0,0.0
992,20020917X01753,Accident,1982-04-27,Fatal,Destroyed,Helicopter,BELL/SOLOY,47G-3B,No,1.0,1.0,0.0,0.0
997,20020917X01957,Accident,1982-04-27,Non-Fatal,Substantial,Helicopter,HUGHES,369D (500D),No,0.0,0.0,2.0,0.0
1002,20020917X02303,Accident,1982-04-28,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,1.0,2.0,0.0
1006,20020917X01988,Accident,1982-04-28,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-1,No,0.0,3.0,0.0,0.0
1018,20020917X02546,Accident,1982-04-29,Non-Fatal,Substantial,Helicopter,BELL,206L,No,0.0,0.0,0.0,6.0
1029,20020917X04013,Accident,1982-05-01,Non-Fatal,Destroyed,Helicopter,BELL,47G,No,0.0,0.0,1.0,0.0
1032,20020917X03517,Accident,1982-05-01,Non-Fatal,Destroyed,Helicopter,HUGHES,269B,No,0.0,0.0,1.0,1.0
1040,20020917X03781,Accident,1982-05-01,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
1050,20020917X03518,Accident,1982-05-01,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22HP,No,0.0,0.0,1.0,1.0
1061,20020917X03904,Accident,1982-05-02,Non-Fatal,Substantial,Helicopter,HILLER,UH-12A,No,0.0,0.0,0.0,1.0
1074,20020917X02902,Accident,1982-05-03,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,2.0
1084,20020917X02903,Accident,1982-05-04,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-55B,No,0.0,0.0,0.0,1.0
1085,20020917X02635,Accident,1982-05-04,Non-Fatal,Substantial,Helicopter,HUGHES,369HS,No,0.0,0.0,0.0,1.0
1086,20020917X03505,Accident,1982-05-05,Fatal,Destroyed,Helicopter,CONTINENTAL,TOMCAT MK6C,No,1.0,0.0,0.0,0.0
1092,20020917X04163,Accident,1982-05-06,Non-Fatal,Destroyed,Helicopter,HUGHES,369HS,No,0.0,1.0,0.0,0.0
1106,20020917X03711,Accident,1982-05-07,Non-Fatal,Substantial,Helicopter,SCORPION,133,Yes,0.0,0.0,0.0,2.0
1110,20020917X03732,Accident,1982-05-07,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA-319B,No,0.0,0.0,0.0,5.0
1114,20020917X03457,Accident,1982-05-08,Fatal,Destroyed,Helicopter,MOORE BELL,47D1,No,1.0,0.0,0.0,0.0
1141,20020917X02862,Accident,1982-05-09,Fatal,Substantial,Helicopter,BRANTLEY,B-2B,No,1.0,0.0,0.0,0.0
1150,20020917X03906,Accident,1982-05-10,Non-Fatal,Substantial,Helicopter,BELL 47G-3B,(SOLOY CONVERSION),No,0.0,0.0,0.0,1.0
1169,20020917X02913,Accident,1982-05-12,Non-Fatal,Substantial,Helicopter,HILLER,12E,No,0.0,0.0,0.0,2.0
1174,20020917X04154,Accident,1982-05-13,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,1.0,3.0
1187,20020917X03800,Accident,1982-05-14,Non-Fatal,Substantial,Helicopter,BELL,47G2,No,0.0,0.0,1.0,0.0
1196,20020917X03798,Accident,1982-05-15,Non-Fatal,Destroyed,Helicopter,BELL,47G-2,No,0.0,0.0,0.0,1.0
1203,20020917X03913,Accident,1982-05-15,Non-Fatal,Substantial,Helicopter,BELL,47G-2,No,0.0,0.0,0.0,1.0
1211,20020917X03259,Accident,1982-05-15,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,0.0,0.0,0.0,2.0
1230,20020917X03120,Accident,1982-05-16,Non-Fatal,Substantial,Helicopter,ENSTROM,F-28C,No,0.0,0.0,0.0,1.0
1242,20020917X03640,Accident,1982-05-17,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,1.0
1247,20020917X02921,Accident,1982-05-17,Non-Fatal,Substantial,Helicopter,BELL,47G-5,No,0.0,0.0,1.0,0.0
1251,20020917X04081,Accident,1982-05-18,Non-Fatal,Substantial,Helicopter,BELL,47G-2,No,0.0,0.0,0.0,1.0
1266,20020917X04170,Accident,1982-05-19,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,1.0,0.0
1274,20020917X03270,Accident,1982-05-20,Non-Fatal,Substantial,Helicopter,BELL,47D-1,No,0.0,0.0,0.0,1.0
1279,20020917X02925,Accident,1982-05-20,Non-Fatal,Substantial,Helicopter,BELL,47G-1,No,0.0,0.0,2.0,0.0
1289,20020917X03536,Accident,1982-05-21,Non-Fatal,Substantial,Helicopter,BELL,47G2,No,0.0,0.0,0.0,1.0
1313,20020917X02669,Accident,1982-05-23,Non-Fatal,Substantial,Helicopter,BRANTLY,B-2B,No,0.0,0.0,0.0,2.0
1322,20020917X03273,Accident,1982-05-24,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,0.0,0.0,1.0,1.0
1325,20020917X03279,Accident,1982-05-25,Non-Fatal,Destroyed,Helicopter,BELL,47D1,No,0.0,0.0,0.0,1.0
1342,20020917X02932,Accident,1982-05-26,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,0.0,3.0
1350,20020917X02834,Accident,1982-05-27,Fatal,Destroyed,Helicopter,BELL,206B,Yes,3.0,0.0,0.0,0.0
1351,20020917X03923,Accident,1982-05-27,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
1354,20020917X03276,Accident,1982-05-27,Non-Fatal,Substantial,Helicopter,HUGHES,500D,No,0.0,0.0,0.0,1.0
1372,20020917X03740,Accident,1982-05-29,Non-Fatal,Destroyed,Helicopter,BELL,47J-2A,No,0.0,0.0,0.0,2.0
1373,20020917X03655,Accident,1982-05-29,Non-Fatal,Destroyed,Helicopter,KAMAN,K600-3,No,0.0,0.0,0.0,1.0
1377,20020917X03812,Accident,1982-05-29,Non-Fatal,Substantial,Helicopter,CONTINENTAL MK5A,BELL 47,No,0.0,0.0,0.0,1.0
1379,20020917X02942,Accident,1982-05-29,Non-Fatal,Substantial,Helicopter,BELL,47D1,No,0.0,0.0,0.0,1.0
1384,20020917X02743,Accident,1982-05-29,Non-Fatal,Substantial,Helicopter,BELL,47D1,No,0.0,0.0,0.0,3.0
1391,20020917X03282,Accident,1982-05-29,Non-Fatal,Destroyed,Helicopter,BELL,206L-1,No,0.0,0.0,0.0,4.0
1404,20020917X03445,Accident,1982-05-31,Fatal,Destroyed,Helicopter,BELL,206B,No,2.0,0.0,0.0,0.0
1419,20020917X02944,Accident,1982-06-01,Non-Fatal,Destroyed,Helicopter,BELL,47G-5A,No,0.0,0.0,2.0,0.0
1435,20020917X03289,Accident,1982-06-02,Non-Fatal,Substantial,Helicopter,BELL,206B-III,No,0.0,0.0,0.0,1.0
1443,20020917X03232,Accident,1982-06-03,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,315B,No,0.0,1.0,0.0,0.0
1457,20020917X02945,Accident,1982-06-05,Non-Fatal,Destroyed,Helicopter,ENSTROM,280,No,0.0,1.0,1.0,0.0
1496,20020917X04090,Accident,1982-06-08,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,2.0
1508,20020917X03743,Accident,1982-06-10,Non-Fatal,Substantial,Helicopter,BELL,47G-4,No,0.0,0.0,0.0,1.0
1509,20020917X03559,Accident,1982-06-10,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,341G,No,0.0,0.0,0.0,5.0
1516,20020917X02838,Accident,1982-06-11,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,AS350D,No,0.0,1.0,2.0,1.0
1522,20020917X04093,Accident,1982-06-11,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
1523,20020917X03214,Accident,1982-06-11,Non-Fatal,Substantial,Helicopter,BELL,47G-3B,No,0.0,0.0,2.0,0.0
1562,20020917X03565,Accident,1982-06-14,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,0.0,0.0,0.0,1.0
1566,20020917X04037,Accident,1982-06-15,Fatal,Destroyed,Helicopter,BELL,47G-3B-1,No,1.0,2.0,0.0,0.0
1572,20020917X03935,Accident,1982-06-15,Non-Fatal,Substantial,Helicopter,CONTINENTAL,EL TOMCAT MK5A,No,0.0,0.0,0.0,1.0
1580,20020917X03203,Accident,1982-06-16,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA 315B,No,0.0,1.0,1.0,0.0
1582,20020917X02953,Accident,1982-06-16,Non-Fatal,Substantial,Helicopter,BELL,47G-2A,No,0.0,0.0,0.0,1.0
1599,20020917X04098,Accident,1982-06-18,Non-Fatal,Destroyed,Helicopter,HUGHES,269B,No,0.0,0.0,3.0,0.0
1650,20020917X03938,Accident,1982-06-20,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,3.0
1653,20020917X03747,Accident,1982-06-21,Non-Fatal,Destroyed,Helicopter,BRANTLY,B-2B,No,0.0,0.0,0.0,1.0
1659,20020917X03207,Accident,1982-06-21,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA-315B,No,0.0,3.0,1.0,0.0
1681,20020917X03666,Accident,1982-06-23,Fatal,Destroyed,Helicopter,AEROSPATIALE,SA-316B,No,3.0,0.0,0.0,0.0
1689,20020917X04056,Accident,1982-06-23,Non-Fatal,Substantial,Helicopter,S.N.I.A.S.,SA-330J,No,0.0,0.0,0.0,13.0
1698,20020917X03570,Accident,1982-06-25,Non-Fatal,Destroyed,Helicopter,BELL,47J-2,No,0.0,0.0,2.0,0.0
1726,20020917X03142,Accident,1982-06-26,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA 315 B,No,0.0,0.0,1.0,0.0
1745,20020917X03328,Accident,1982-06-28,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,1.0
1747,20020917X03143,Accident,1982-06-28,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,1.0,0.0
1750,20020917X02764,Accident,1982-06-28,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-1,No,0.0,0.0,1.0,1.0
1779,20020917X03672,Accident,1982-07-01,Non-Fatal,Substantial,Helicopter,HILLER,UH-12L3,No,0.0,0.0,0.0,1.0
1787,20020917X03758,Accident,1982-07-02,Non-Fatal,Substantial,Helicopter,HUGHES,269C,No,0.0,0.0,0.0,1.0
1792,20020917X02767,Accident,1982-07-02,Non-Fatal,Substantial,Helicopter,BELL,47D1,No,0.0,0.0,0.0,1.0
1793,20020917X03673,Accident,1982-07-02,Non-Fatal,Substantial,Helicopter,HUGHES,369B,No,0.0,0.0,0.0,2.0
1794,20020917X03150,Accident,1982-07-02,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA 315B,No,0.0,0.0,0.0,1.0
1795,20020917X02831,Accident,1982-07-02,Non-Fatal,Substantial,Helicopter,BELL-CONT 42G,EL TOMCAT-MK5A,No,0.0,0.0,0.0,1.0
1798,20020917X03512,Incident,1982-07-03,Incident,Minor,Helicopter,BELL,47G2A1,No,0.0,0.0,0.0,2.0
1814,20020917X03670,Accident,1982-07-03,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,5.0
1819,20020917X03075,Accident,1982-07-04,Fatal,Destroyed,Helicopter,GOANS,G-5,Yes,1.0,0.0,0.0,0.0
1830,20020917X04038,Accident,1982-07-04,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA 316B,No,0.0,0.0,0.0,3.0
1856,20020917X03153,Accident,1982-07-07,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA316B,No,0.0,5.0,2.0,0.0
1860,20020917X03154,Accident,1982-07-07,Non-Fatal,Substantial,Helicopter,ENSTROM,280C,No,0.0,0.0,0.0,2.0
1874,20020917X03959,Accident,1982-07-09,Non-Fatal,Substantial,Helicopter,ENSTROM,F28A,No,0.0,0.0,0.0,1.0
1905,20020917X02704,Accident,1982-07-10,Non-Fatal,Substantial,Helicopter,BELL,212,No,0.0,0.0,3.0,3.0
1927,20020917X02979,Accident,1982-07-12,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,2.0
1940,20020917X02791,Accident,1982-07-13,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,0.0,0.0,0.0,1.0
1953,20020917X02705,Accident,1982-07-14,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA-318C,No,0.0,0.0,0.0,1.0
1954,20020917X03357,Accident,1982-07-14,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,3.0
1965,20020917X04116,Accident,1982-07-15,Non-Fatal,Substantial,Helicopter,BELL,47G-2,No,0.0,1.0,0.0,0.0
1982,20020917X03761,Accident,1982-07-16,Non-Fatal,Substantial,Helicopter,SIKORSKY,H-19,No,0.0,0.0,0.0,1.0
1996,20020917X03464,Accident,1982-07-17,Non-Fatal,Substantial,Helicopter,HUGHES,269,No,0.0,2.0,0.0,0.0
1998,20020917X03583,Accident,1982-07-18,Non-Fatal,Destroyed,Helicopter,BELL,204,No,0.0,0.0,0.0,1.0
2019,20020917X03361,Accident,1982-07-19,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,AS-350D,No,0.0,0.0,0.0,2.0
2020,20020917X04123,Accident,1982-07-20,Non-Fatal,Destroyed,Helicopter,HUGHES,369D,No,0.0,0.0,0.0,1.0
2025,20020917X04122,Accident,1982-07-20,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,0.0,1.0
2033,20020917X03843,Accident,1982-07-20,Non-Fatal,Substantial,Helicopter,TEXAS HELICOPTER CORP.,OH-13E,No,0.0,0.0,0.0,1.0
2041,20020917X03079,Accident,1982-07-21,Fatal,Destroyed,Helicopter,"ROTORWAY AIRCRAFT, INC.",SCORPION TOO,Yes,1.0,0.0,0.0,0.0
2072,20020917X03082,Accident,1982-07-23,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,0.0,0.0,0.0,2.0
2075,20020917X03516,Accident,1982-07-23,Fatal,Substantial,Helicopter,BELL,UH-1B,No,3.0,0.0,6.0,0.0
2135,20020917X02654,Accident,1982-07-28,Fatal,Destroyed,Helicopter,HUGHES,369D,No,1.0,1.0,0.0,0.0
2142,20020917X03007,Accident,1982-07-28,Non-Fatal,Substantial,Helicopter,BELL,47G-2,No,0.0,0.0,0.0,1.0
2146,20020917X03169,Accident,1982-07-28,Non-Fatal,Substantial,Helicopter,BELL,UH1B,No,0.0,0.0,0.0,1.0
2155,20020917X03976,Accident,1982-07-29,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,2.0
2162,20020917X03882,Accident,1982-07-29,Non-Fatal,Substantial,Helicopter,HUGHES,269B,No,0.0,1.0,1.0,0.0
2163,20020917X03208,Accident,1982-07-29,Fatal,Substantial,Helicopter,ENSTROM,F-280,No,1.0,3.0,1.0,0.0
2164,20020917X03009,Accident,1982-07-29,Non-Fatal,Substantial,Helicopter,ENSTROM,280C,No,0.0,0.0,0.0,2.0
2168,20020917X03239,Incident,1982-07-30,Incident,Minor,Helicopter,AEROSPATIALE,350D,No,0.0,0.0,0.0,4.0
2177,20020917X03161,Accident,1982-07-30,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-55B,No,0.0,0.0,0.0,1.0
2187,20020917X03849,Accident,1982-07-31,Non-Fatal,Substantial,Helicopter,BELL,47J-2,No,0.0,0.0,0.0,4.0
2189,20020917X03595,Accident,1982-07-31,Non-Fatal,Substantial,Helicopter,ENSTROM,F28C,No,0.0,0.0,0.0,1.0
2217,20020917X02832,Accident,1982-08-02,Non-Fatal,Destroyed,Helicopter,BELL,206B,No,0.0,1.0,0.0,0.0
2219,20020917X02801,Accident,1982-08-02,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,1.0
2222,20020917X02802,Accident,1982-08-02,Non-Fatal,Substantial,Helicopter,HILLER,UH12D,No,0.0,0.0,0.0,1.0
2238,20020917X03174,Accident,1982-08-04,Non-Fatal,Destroyed,Helicopter,BELL HELICOPTER TEXTRON,47G3B1,No,0.0,0.0,0.0,2.0
2240,20020917X02803,Accident,1982-08-04,Non-Fatal,Destroyed,Helicopter,HUGHES,369HS,No,0.0,0.0,0.0,1.0
2279,20020917X04137,Accident,1982-08-07,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,0.0,4.0
2288,20020917X03397,Accident,1982-08-08,Non-Fatal,Destroyed,Helicopter,BELL,206B,No,0.0,1.0,0.0,0.0
2290,20020917X03218,Accident,1982-08-08,Fatal,Destroyed,Helicopter,BELL,47G-3B-L,No,1.0,0.0,0.0,0.0
2301,20020917X02805,Accident,1982-08-08,Non-Fatal,Substantial,Helicopter,HUGHES,369HS,No,0.0,0.0,0.0,2.0
2304,20020917X03178,Accident,1982-08-09,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,SA-315B,No,0.0,0.0,0.0,1.0
2313,20020917X04139,Accident,1982-08-09,Non-Fatal,Substantial,Helicopter,ENSTROM,F280,No,0.0,0.0,0.0,2.0
2318,20020917X03603,Accident,1982-08-10,Non-Fatal,Substantial,Helicopter,AEROSPATIALE,SA-341G,No,0.0,0.0,0.0,2.0
2320,20020917X03026,Accident,1982-08-10,Non-Fatal,Substantial,Helicopter,HILLER,12E,No,0.0,0.0,0.0,1.0
2325,20020917X03771,Accident,1982-08-11,Non-Fatal,Destroyed,Helicopter,BELL,206B,No,0.0,0.0,1.0,1.0
2329,20020917X03028,Accident,1982-08-11,Non-Fatal,Substantial,Helicopter,ENSTROM,F-28,No,0.0,0.0,0.0,1.0
