,Event.Id,Investigation.Type,Event.Date,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured
63832,20080109X00033,Accident,2007-12-12,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,1.0,0.0
63843,20080131X00126,Incident,2007-12-14,Incident,No Damage,Helicopter,EUROCOPTER FRANCE,AS350 B3,No,0.0,0.0,0.0,2.0
63873,20080115X00049,Accident,2007-12-21,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 Beta,No,0.0,0.0,0.0,2.0
63876,20080117X00070,Accident,2007-12-22,Non-Fatal,Substantial,Helicopter,BROOKS,Exec 162F,Yes,0.0,0.0,0.0,1.0
63879,20080123X00093,Accident,2007-12-22,Non-Fatal,Substantial,Helicopter,AGUSTA,A109,No,0.0,0.0,0.0,3.0
63907,20071231X02014,Accident,2007-12-29,Fatal,Destroyed,Helicopter,BELL,206L1,No,1.0,1.0,2.0,0.0
63908,20080109X00032,Accident,2007-12-30,Fatal,Substantial,Helicopter,BELL,206L-3,No,3.0,0.0,0.0,0.0
63929,20080122X00087,Accident,2008-01-07,Non-Fatal,Substantial,Helicopter,BELL,407,No,0.0,0.0,0.0,2.0
63931,20080220X00219,Accident,2008-01-07,Fatal,Destroyed,Helicopter,BELL,206B,No,1.0,1.0,0.0,0.0
63933,20080204X00131,Accident,2008-01-08,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
63934,20080210X00162,Accident,2008-01-08,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 Beta,No,0.0,0.0,1.0,0.0
63939,20080211X00175,Accident,2008-01-10,Non-Fatal,Substantial,Helicopter,EUROCOPTER FRANCE,AS350B3,No,0.0,0.0,0.0,2.0
63942,20080422X00527,Accident,2008-01-11,Fatal,Destroyed,Helicopter,BELL,412HP,No,8.0,0.0,0.0,0.0
63952,20080207X00153,Accident,2008-01-13,Non-Fatal,Substantial,Helicopter,BELL,206 B2,No,0.0,0.0,0.0,2.0
63960,20080215X00202,Accident,2008-01-15,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,0.0,1.0,0.0,3.0
63962,20080204X00132,Accident,2008-01-16,Not Mentioned,Substantial,Helicopter,BELL,212,No,0.0,0.0,0.0,0.0
63973,20080718X01067,Accident,2008-01-18,Non-Fatal,Substantial,Helicopter,BELL,206-L3,No,0.0,5.0,0.0,0.0
63982,20080128X00108,Accident,2008-01-22,Fatal,Substantial,Helicopter,ROBINSON,R44,No,2.0,0.0,0.0,0.0
63993,20080201X00130,Accident,2008-01-26,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,0.0,0.0,0.0
64004,20080226X00236,Accident,2008-01-30,Non-Fatal,Substantial,Helicopter,BELL,OH-58A,No,0.0,0.0,0.0,1.0
64022,20080226X00235,Accident,2008-02-03,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,0.0,0.0,0.0,2.0
64032,20080222X00227,Accident,2008-02-06,Fatal,Substantial,Helicopter,EUROCOPTER FRANCE,AS350B2,No,3.0,0.0,0.0,0.0
64039,20080213X00181,Accident,2008-02-08,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS,369E,No,0.0,5.0,0.0,0.0
64041,20080213X00185,Accident,2008-02-08,Non-Fatal,Substantial,Helicopter,HUGHES,OH-6,No,0.0,1.0,0.0,0.0
64044,20080306X00275,Accident,2008-02-08,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 Beta,No,0.0,0.0,0.0,2.0
64046,20080319X00331,Accident,2008-02-08,Fatal,Destroyed,Helicopter,BELL,206B,No,2.0,0.0,0.0,0.0
64071,20081003X17550,Accident,2008-02-12,Non-Fatal,Substantial,Helicopter,BELL,206L1,No,0.0,0.0,2.0,0.0
64135,20080430X00566,Accident,2008-02-29,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,1.0,0.0,1.0
64148,20080812X01232,Accident,2008-03-02,Fatal,Destroyed,Helicopter,ROBINSON,R-44 II,No,2.0,0.0,0.0,0.0
64155,20080314X00314,Accident,2008-03-04,Non-Fatal,Substantial,Helicopter,BELL,206L,No,0.0,2.0,0.0,0.0
64156,20080318X00322,Accident,2008-03-04,Non-Fatal,Substantial,Helicopter,EUROCOPTER FRANCE,AS350B1,No,0.0,0.0,0.0,2.0
64157,20080418X00518,Accident,2008-03-04,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
64172,20080411X00454,Accident,2008-03-08,Non-Fatal,Substantial,Helicopter,WILLEY,Rotorway Exec 90,Yes,0.0,0.0,0.0,2.0
64177,20080414X00472,Accident,2008-03-09,Non-Fatal,Substantial,Helicopter,ROTORWAY,162F,Yes,0.0,0.0,0.0,1.0
64178,20080409X00442,Accident,2008-03-09,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-58HT,No,0.0,0.0,1.0,0.0
64185,20080403X00418,Accident,2008-03-11,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
64186,20080409X00443,Accident,2008-03-11,Fatal,Destroyed,Helicopter,BELL,412EP,No,10.0,0.0,0.0,0.0
64191,20080321X00357,Accident,2008-03-13,Fatal,Substantial,Helicopter,ROBINSON,R22 Beta II,No,1.0,0.0,0.0,0.0
64201,20080425X00547,Accident,2008-03-15,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 BETA,No,0.0,1.0,0.0,1.0
64209,20080414X00475,Accident,2008-03-17,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,0.0,0.0,0.0,1.0
64211,20080319X00335,Accident,2008-03-18,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 BETA,No,0.0,0.0,0.0,2.0
64225,20080425X00553,Accident,2008-03-21,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,2.0
64234,20080511X00647,Incident,2008-03-22,Non-Fatal,Minor,Helicopter,AEROSPATIALE,AS355F1,No,0.0,0.0,0.0,5.0
64243,20080410X00451,Accident,2008-03-26,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS,600N,No,0.0,2.0,0.0,0.0
64282,20080415X00482,Accident,2008-04-04,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,0.0,1.0,0.0,1.0
64287,20080407X00433,Accident,2008-04-05,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,0.0,0.0,0.0,3.0
64288,20080410X00447,Accident,2008-04-05,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,0.0,0.0,0.0,3.0
64294,20080515X00677,Accident,2008-04-06,Non-Fatal,Substantial,Helicopter,SCHULTZ,Mini 500,Yes,0.0,0.0,0.0,1.0
64316,20080613X00860,Accident,2008-04-09,Non-Fatal,Substantial,Helicopter,VIC TATELMAN,BABY BELLE,Yes,0.0,0.0,0.0,1.0
64323,20080417X00508,Accident,2008-04-11,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-1,No,0.0,0.0,0.0,2.0
64347,20080421X00524,Accident,2008-04-15,Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B2,No,4.0,0.0,1.0,0.0
64361,20080425X00552,Accident,2008-04-18,Non-Fatal,Substantial,Helicopter,HUGHES,TH-55,No,0.0,0.0,0.0,1.0
64363,20080501X00575,Accident,2008-04-18,Non-Fatal,Destroyed,Helicopter,ENSTROM,F28C,No,0.0,1.0,0.0,0.0
64398,20081003X17823,Accident,2008-04-22,Non-Fatal,Destroyed,Helicopter,SCHWEIZER,269C,No,0.0,2.0,0.0,0.0
64402,20080516X00686,Accident,2008-04-23,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,2.0
64420,20081003X16305,Accident,2008-04-26,Fatal,Destroyed,Helicopter,ROBINSON,R-44,No,2.0,0.0,0.0,0.0
64421,20080508X00627,Accident,2008-04-27,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,1.0
64424,20080528X00741,Accident,2008-04-27,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,2.0
64429,20080505X00592,Accident,2008-04-28,Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,1.0,0.0,0.0
64440,20080521X00710,Accident,2008-04-30,Fatal,Destroyed,Helicopter,AGUSTA/WESTLAND,A109S,No,2.0,0.0,0.0,0.0
64448,20080529X00755,Accident,2008-05-02,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 Beta II,No,0.0,1.0,1.0,0.0
64467,20080820X01263,Accident,2008-05-04,Not Mentioned,Substantial,Helicopter,BELL,407,No,0.0,0.0,0.0,0.0
64493,20080515X00675,Accident,2008-05-09,Fatal,Destroyed,Helicopter,BELL,206 L-1,No,1.0,0.0,0.0,0.0
64494,20080516X00685,Accident,2008-05-09,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269D,No,0.0,0.0,0.0,2.0
64500,20080515X00684,Accident,2008-05-10,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R22 MARINE,No,0.0,0.0,0.0,2.0
64513,20080520X00702,Accident,2008-05-11,Fatal,Destroyed,Helicopter,EUROCOPTER DEUTSCHLAND GMBH,EC 135 T2+,No,3.0,0.0,0.0,0.0
64531,20080523X00718,Accident,2008-05-14,Non-Fatal,Substantial,Helicopter,HUGHES,369FF,No,0.0,0.0,0.0,1.0
64535,20080609X00811,Accident,2008-05-15,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,0.0,2.0,0.0,0.0
64540,20080527X00729,Accident,2008-05-16,Fatal,Destroyed,Helicopter,FAIRCHILD HILLER,FH-1100,No,1.0,0.0,0.0,0.0
64554,20080619X00882,Accident,2008-05-17,Non-Fatal,Substantial,Helicopter,DOWELL VAUGHN,Exec 90,Yes,0.0,0.0,0.0,1.0
64569,20080808X01185,Accident,2008-05-21,Non-Fatal,Substantial,Helicopter,EUROCOPTER FRANCE,AS350 B2,No,0.0,0.0,0.0,3.0
64583,20080529X00746,Accident,2008-05-24,Fatal,Destroyed,Helicopter,AEROSPATIALE,AS-350-D,No,3.0,0.0,3.0,0.0
64589,20080625X00914,Accident,2008-05-24,Non-Fatal,Destroyed,Helicopter,ROTORWAY,162F,Yes,0.0,1.0,1.0,0.0
64608,20080529X00752,Accident,2008-05-26,Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER C,MD 500E,No,1.0,0.0,1.0,3.0
64611,20080711X01022,Accident,2008-05-27,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,1.0,0.0,1.0
64619,20080603X00779,Accident,2008-05-29,Non-Fatal,Destroyed,Helicopter,SIKORSKY,S-76A,No,0.0,0.0,2.0,0.0
64620,20080610X00823,Accident,2008-05-29,Fatal,Destroyed,Helicopter,BELL,UH-1N,No,11.0,0.0,1.0,0.0
64622,20080703X00976,Accident,2008-05-29,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C-1,No,0.0,1.0,0.0,1.0
64636,20080612X00843,Accident,2008-05-31,Non-Fatal,Substantial,Helicopter,EUROCOPTER DEUTSCHLAND,EC 135 P2+,No,0.0,3.0,0.0,0.0
64637,20080613X00863,Accident,2008-05-31,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,0.0,0.0,0.0,2.0
64643,20080606X00801,Accident,2008-06-01,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-64F,No,0.0,2.0,0.0,0.0
64647,20080627X00928,Accident,2008-06-01,Non-Fatal,Substantial,Helicopter,BELL,47D1,No,0.0,0.0,0.0,2.0
64656,20080627X00938,Accident,2008-06-02,Non-Fatal,Substantial,Helicopter,SCHWEIZER,300C,No,0.0,0.0,1.0,1.0
64688,20080613X00858,Accident,2008-06-08,Fatal,Destroyed,Helicopter,BELL,407,No,4.0,0.0,0.0,0.0
64691,20080821X01273,Accident,2008-06-08,Non-Fatal,Substantial,Helicopter,BELL,206L-4,No,0.0,0.0,0.0,2.0
64717,20080710X01010,Accident,2008-06-13,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,1.0,0.0,0.0
64728,20080709X00997,Accident,2008-06-14,Non-Fatal,Destroyed,Helicopter,ROBINSON,R44 II,No,0.0,2.0,0.0,0.0
64730,20080618X00881,Accident,2008-06-15,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,0.0,3.0,0.0,0.0
64733,20080630X00948,Accident,2008-06-15,Non-Fatal,Substantial,Helicopter,HUGHES,269B,No,0.0,1.0,0.0,2.0
64743,20080710X01011,Accident,2008-06-17,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22 Beta,No,0.0,2.0,0.0,0.0
64789,20080708X00990,Accident,2008-06-23,Non-Fatal,Substantial,Helicopter,"ARROW FALCON EXPORTERS, INC.",OH-58C,No,0.0,0.0,0.0,1.0
64793,20080630X00954,Accident,2008-06-23,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS-350 BA,No,0.0,0.0,0.0,2.0
64798,20080630X00952,Accident,2008-06-24,Non-Fatal,Substantial,Helicopter,ENSTROM HELICOPTER CORP,480B,No,0.0,0.0,0.0,2.0
64800,20080708X00988,Accident,2008-06-24,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,0.0,0.0,2.0
64815,20080708X00989,Accident,2008-06-27,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B3,No,0.0,0.0,3.0,0.0
64816,20080711X01019,Accident,2008-06-27,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-76A,No,0.0,1.0,0.0,9.0
64838,20080715X01051,Accident,2008-06-29,Fatal,Destroyed,Helicopter,BELL,407,No,7.0,0.0,0.0,0.0
64850,20080709X01001,Accident,2008-06-30,Non-Fatal,Substantial,Helicopter,BELL,UH-1B,No,0.0,0.0,0.0,2.0
64857,20080911X01428,Accident,2008-07-01,Non-Fatal,Substantial,Helicopter,BELL,47G-3B,No,0.0,0.0,0.0,1.0
64876,20080710X01015,Accident,2008-07-04,Fatal,Destroyed,Helicopter,SCHWEIZER,269 C-1,No,2.0,0.0,0.0,0.0
64880,20080815X01250,Accident,2008-07-04,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,0.0,0.0,0.0,4.0
64887,20080806X01165,Accident,2008-07-05,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,0.0,1.0,0.0,2.0
64930,20080807X01175,Accident,2008-07-11,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C-1,No,0.0,0.0,0.0,2.0
64931,20080807X01176,Incident,2008-07-11,Non-Fatal,Minor,Helicopter,AGUSTA,A109E,No,0.0,0.0,0.0,3.0
64934,20080821X01280,Accident,2008-07-11,Non-Fatal,Substantial,Helicopter,BELL,47G-3B,No,0.0,1.0,0.0,0.0
64949,20080722X01096,Accident,2008-07-15,Fatal,Destroyed,Helicopter,HUGHES,269B,No,2.0,0.0,0.0,0.0
64951,20080815X01253,Accident,2008-07-15,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-1,No,0.0,0.0,0.0,1.0
64954,20080801X01143,Accident,2008-07-15,Non-Fatal,Substantial,Helicopter,BELL,UH-1H,No,0.0,1.0,0.0,0.0
64973,20080728X01119,Accident,2008-07-19,Non-Fatal,Substantial,Helicopter,SIKORSKY,S92A,No,0.0,14.0,2.0,0.0
64974,20080731X01133,Accident,2008-07-19,Fatal,Destroyed,Helicopter,HUGHES,369D,No,3.0,0.0,0.0,0.0
64975,20080808X01186,Accident,2008-07-19,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-61N,No,0.0,0.0,0.0,13.0
64982,20090211X92091,Accident,2008-07-19,Non-Fatal,Substantial,Helicopter,BUSCHMANN ROBERT E,HELICYCLE,Yes,0.0,1.0,0.0,0.0
64993,20080813X01237,Incident,2008-07-21,Non-Fatal,Minor,Helicopter,MD HELICOPTERS INC,MD 902,No,0.0,0.0,0.0,3.0
65010,20080826X01326,Accident,2008-07-23,Non-Fatal,Substantial,Helicopter,ENSTROM,F28F,No,0.0,0.0,0.0,1.0
65015,20080808X01192,Accident,2008-07-24,Fatal,Minor,Helicopter,BELL,47G-4A,No,1.0,0.0,0.0,0.0
65018,20080905X01388,Accident,2008-07-24,Non-Fatal,Substantial,Helicopter,BELL,47G-3B-2,No,0.0,0.0,0.0,1.0
65020,20080804X01150,Accident,2008-07-25,Non-Fatal,Substantial,Helicopter,ROBINSON,R22,No,0.0,0.0,0.0,1.0
65039,20090212X16303,Accident,2008-07-27,Non-Fatal,Destroyed,Helicopter,SANDS THOMAS E,ROTORWAY 162,Yes,0.0,0.0,1.0,0.0
65069,20081219X16538,Accident,2008-07-31,Fatal,Destroyed,Helicopter,EUROCOPTER,EC135,No,2.0,1.0,1.0,1.0
65084,20080822X01293,Accident,2008-08-02,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS-350-B3,No,0.0,0.0,0.0,1.0
65087,20080903X01366,Accident,2008-08-02,Non-Fatal,Minor,Helicopter,MCDONNELL DOUGLAS,MD-902,No,0.0,0.0,0.0,3.0
65115,20080826X01322,Accident,2008-08-05,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 Beta,No,0.0,0.0,0.0,1.0
65120,20080812X01228,Accident,2008-08-06,Fatal,Substantial,Helicopter,HUGHES,369D,No,3.0,0.0,0.0,0.0
65121,20080820X01266,Accident,2008-08-06,Fatal,Destroyed,Helicopter,SIKORSKY,S-61N,No,9.0,0.0,4.0,0.0
65122,20080826X01313,Accident,2008-08-06,Non-Fatal,Substantial,Helicopter,ENSTROM,280FX,No,0.0,0.0,0.0,2.0
65165,20080814X01241,Accident,2008-08-11,Non-Fatal,Substantial,Helicopter,BELL,206L-1,No,0.0,0.0,0.0,1.0
65182,20080902X01359,Accident,2008-08-14,Non-Fatal,Substantial,Helicopter,BELL,47G-3B,No,0.0,0.0,0.0,1.0
65190,20080916X01474,Accident,2008-08-15,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,0.0,0.0,0.0,1.0
65203,20080819X01260,Accident,2008-08-17,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER,R22 BETA II,No,1.0,0.0,0.0,0.0
65212,20080827X01341,Accident,2008-08-18,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,0.0,4.0
65239,20080909X01421,Accident,2008-08-22,Non-Fatal,Substantial,Helicopter,BELL,206A,No,0.0,0.0,2.0,0.0
65241,20081003X17551,Accident,2008-08-22,Non-Fatal,Substantial,Helicopter,BOEING,BV234,No,0.0,0.0,0.0,7.0
65245,20080828X01351,Accident,2008-08-23,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,0.0,0.0,0.0,1.0
65248,20081003X41453,Accident,2008-08-23,Non-Fatal,Substantial,Helicopter,HUGHES,269A,No,0.0,0.0,0.0,1.0
65278,20080908X01405,Accident,2008-08-29,Fatal,Destroyed,Helicopter,ROBINSON,R44 II,No,2.0,0.0,0.0,0.0
65283,20081003X65753,Accident,2008-08-29,Non-Fatal,Substantial,Helicopter,ROBINSON,R-22,No,0.0,0.0,0.0,2.0
65297,20080909X01417,Accident,2008-08-31,Fatal,Destroyed,Helicopter,BELL,206L-1,No,3.0,0.0,0.0,0.0
65322,20080914X01455,Accident,2008-09-03,Fatal,Substantial,Helicopter,BELL,212,No,7.0,0.0,0.0,0.0
65339,20081003X17829,Accident,2008-09-06,Fatal,Substantial,Helicopter,ROBINSON,R-44,No,2.0,0.0,1.0,0.0
65342,20081007X55839,Accident,2008-09-06,Non-Fatal,Substantial,Helicopter,ROBINSON,R44 II,No,0.0,0.0,0.0,4.0
65356,20081003X17837,Accident,2008-09-09,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,0.0,1.0
65366,20081003X17549,Accident,2008-09-11,Non-Fatal,Substantial,Helicopter,ROBINSON,R22B,No,0.0,2.0,0.0,0.0
65391,20081007X16231,Accident,2008-09-16,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,0.0,0.0,0.0,1.0
65413,20081007X11215,Accident,2008-09-19,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS-350-BA,No,0.0,0.0,0.0,2.0
65422,20080925X01525,Accident,2008-09-21,Fatal,Destroyed,Helicopter,ROBINSON,R44 II,No,2.0,0.0,0.0,0.0
65437,20081017X45057,Accident,2008-09-24,Non-Fatal,Substantial,Helicopter,ROBINSON,R22 Beta II,No,0.0,0.0,0.0,1.0
65440,20081004X12054,Accident,2008-09-25,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C-1,No,0.0,1.0,0.0,1.0
65441,20081006X60522,Accident,2008-09-25,Non-Fatal,Substantial,Helicopter,BELL,407T,No,0.0,2.0,0.0,5.0
65443,20090710X20155,Accident,2008-09-25,Fatal,Substantial,Helicopter,BELL,206,No,1.0,0.0,0.0,0.0
65444,20081003X62319,Accident,2008-09-26,Non-Fatal,Substantial,Helicopter,BELL HELICOPTER TEXTRON,206L-1,No,0.0,0.0,1.0,0.0
65447,20081004X12025,Accident,2008-09-27,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,1.0,0.0
65452,20081001X14522,Accident,2008-09-28,Fatal,Substantial,Helicopter,AEROSPATIALE,SA365N-1 D,No,4.0,0.0,1.0,0.0
65462,20081024X22214,Accident,2008-09-28,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 B2,No,0.0,0.0,0.0,1.0
65466,20090904X13841,Incident,2008-09-29,Non-Fatal,Minor,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,0.0,0.0,0.0,1.0
65476,20081123X63422,Accident,2008-10-01,Non-Fatal,No Damage,Helicopter,ROBINSON,R44,No,0.0,3.0,1.0,0.0
65478,20081002X13229,Accident,2008-10-02,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS350B3,No,0.0,0.0,0.0,2.0
65506,20081008X71938,Incident,2008-10-08,Non-Fatal,Minor,Helicopter,MD HELICOPTER INC,MD 900,No,0.0,0.0,0.0,1.0
65518,20081020X40234,Accident,2008-10-10,Non-Fatal,Substantial,Helicopter,HOLLAND,Rotorway 162F,Yes,0.0,1.0,0.0,1.0
65519,20081012X91435,Accident,2008-10-10,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,0.0,1.0,0.0
65522,20081011X43959,Accident,2008-10-11,Non-Fatal,Substantial,Helicopter,BELL,47J-2A,No,0.0,0.0,0.0,3.0
65530,20081013X24743,Accident,2008-10-13,Fatal,Destroyed,Helicopter,BELL,206,No,2.0,0.0,0.0,0.0
65531,20081014X22933,Accident,2008-10-13,Fatal,No Damage,Helicopter,BELL,407,No,1.0,0.0,0.0,3.0
65537,20081016X55650,Accident,2008-10-16,Non-Fatal,Substantial,Helicopter,SIKORSKY,S-76C,No,0.0,0.0,0.0,6.0
65540,20081016X94016,Accident,2008-10-16,Fatal,Destroyed,Helicopter,BELL,222,No,4.0,0.0,0.0,0.0
65541,20081019X15543,Accident,2008-10-16,Fatal,Substantial,Helicopter,ROBINSON,R22,No,1.0,0.0,0.0,0.0
65555,20081022X74636,Incident,2008-10-19,Non-Fatal,Minor,Helicopter,MD HELICOPTER INC,MD 900,No,0.0,0.0,0.0,4.0
65564,20081024X50800,Accident,2008-10-22,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,0.0,0.0,0.0,2.0
65593,20081030X12821,Accident,2008-10-30,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,0.0,0.0,1.0,0.0
65594,20081030X14507,Accident,2008-10-30,Non-Fatal,Substantial,Helicopter,HILLER,UH-12E,No,0.0,1.0,0.0,1.0
65613,20081104X60811,Accident,2008-11-03,Fatal,Substantial,Helicopter,ROBINSON,R-44,No,1.0,0.0,0.0,0.0
65616,20081107X52125,Accident,2008-11-04,Non-Fatal,Substantial,Helicopter,SUNDT DANIEL N,Rotorway Exec 162-F,Yes,0.0,1.0,0.0,0.0
65632,20081110X41633,Accident,2008-11-09,Non-Fatal,Substantial,Helicopter,RANDALL AMANDA,Rotorway,Yes,0.0,0.0,0.0,1.0
65642,20081111X83203,Accident,2008-11-11,Non-Fatal,Substantial,Helicopter,BELL,206B,No,0.0,2.0,0.0,0.0
65645,20081112X70016,Accident,2008-11-12,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,0.0,1.0,1.0,0.0
65661,20081116X80702,Accident,2008-11-16,Fatal,Substantial,Helicopter,BELL,OH-58C,No,1.0,0.0,0.0,1.0
65670,20081117X75810,Accident,2008-11-17,Non-Fatal,Substantial,Helicopter,BRANTLY,B-2B,No,0.0,2.0,0.0,0.0
65676,20081124X60839,Accident,2008-11-18,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,0.0,0.0,0.0
65678,20081119X74545,Accident,2008-11-19,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 Beta II,No,0.0,0.0,0.0,2.0
65681,20090519X43512,Accident,2008-11-19,Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS,369,No,1.0,1.0,1.0,0.0
65682,20081121X25648,Accident,2008-11-20,Non-Fatal,Substantial,Helicopter,BRANTLY,B-2B,No,0.0,0.0,0.0,2.0
65694,20081201X75402,Accident,2008-11-24,Fatal,Substantial,Helicopter,BELL,206,No,3.0,0.0,0.0,0.0
65698,20081126X80521,Accident,2008-11-25,Non-Fatal,Substantial,Helicopter,HUGHES,369HS,No,0.0,0.0,0.0,1.0
65737,20081211X45825,Accident,2008-12-11,Fatal,Destroyed,Helicopter,BELL,206L-4,No,5.0,0.0,0.0,0.0
65751,20081216X01041,Accident,2008-12-15,Non-Fatal,Substantial,Helicopter,BELL,OH-58C,No,0.0,0.0,0.0,1.0
65757,20081217X81906,Accident,2008-12-17,Fatal,Substantial,Helicopter,KAMAN,K-1200,No,0.0,0.0,0.0,1.0
65781,20081223X62856,Accident,2008-12-22,Non-Fatal,Substantial,Helicopter,BELL,407,No,0.0,0.0,1.0,0.0
65787,20090204X52521,Incident,2008-12-23,Non-Fatal,Minor,Helicopter,AGUSTA,AW-139,No,0.0,0.0,0.0,0.0
65792,20081226X04554,Accident,2008-12-25,Non-Fatal,Substantial,Helicopter,MOORE DAVID,DM-1,Yes,0.0,2.0,0.0,0.0
65805,20081230X00408,Accident,2008-12-28,Fatal,Destroyed,Helicopter,HUGHES,369,No,1.0,0.0,1.0,0.0
65806,20081230X10323,Incident,2008-12-28,Non-Fatal,Minor,Helicopter,MD HELICOPTER,MD 900,No,0.0,0.0,0.0,2.0
65814,20090102X40252,Accident,2008-12-30,Non-Fatal,Substantial,Helicopter,COTTON GALEN M,HELICYCLE,Yes,0.0,0.0,0.0,1.0
65819,20090102X30013,Accident,2008-12-31,Non-Fatal,Substantial,Helicopter,SCHWEIZER,269C,No,0.0,0.0,0.0,3.0
65830,20090113X30943,Accident,2009-01-02,Fatal,Destroyed,Helicopter,EUROCOPTER DEUTSCH,EC 135 T2,No,1.0,0.0,0.0,0.0
65836,20090104X12037,Accident,2009-01-04,Fatal,Destroyed,Helicopter,SIKORSKY,S-76C,No,8.0,0.0,1.0,0.0
65840,20090105X82128,Accident,2009-01-05,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS 350 BA,No,0.0,0.0,0.0,2.0
65850,20090109X62740,Accident,2009-01-09,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,0.0,0.0,2.0,0.0
65863,20090112X90757,Accident,2009-01-12,Non-Fatal,Substantial,Helicopter,EUROCOPTER,AS350,No,0.0,0.0,0.0,1.0
